logFC	AveExpr	t	P.Value	adj.P.Val	B
15:50872-51244	0.387487173133085	4.913998652769	3.70696208686747	0.00133741422690213	0.317813581993225	-0.94868408409649
1:428957-429180	0.38556672065827	4.52372089866382	2.95015358705918	0.00773950290543577	0.517045000070605	-2.38228850998651
8:460229-460570	0.37994177431874	4.90791797830883	3.32282455161938	0.00328982032814978	0.415165958285036	-1.68410794250547
16:43428-43641	0.379716716489173	4.15420497346067	2.98792315620028	0.00710440051169795	0.517045000070605	-2.31256075270577
2:381957-382794	0.379584500956868	8.48033669959604	3.70119764148989	0.00135572249111914	0.317813581993225	-0.959781163850526
11:219242-219443	0.376731701661117	4.17599069751072	2.98866985445808	0.00709236494630159	0.517045000070605	-2.31117950438189
8:502996-503290	-0.374576836403707	4.65646510351591	-3.53909662227798	0.00198520359261296	0.399575918082654	-1.27126699467695
3:261085-261288	0.370654870780287	4.05212285571064	3.21825997346266	0.00419147921851813	0.42638774959289	-1.88203131536562
16:229544-229815	0.368813990766707	4.46846118526657	3.42342736936448	0.00260255078139	0.401806491538301	-1.49256510676967
10:44687-45068	0.363743637631556	5.04465896220877	3.00110042269464	0.00689486581359287	0.517045000070605	-2.28817008096605
14:222307-222679	0.360448800125864	4.66187217384343	3.92769639955428	0.000793602197521171	0.253725959721769	-0.523272584688462
9:600453-600698	-0.354503037082852	4.67908247097314	-3.40743030645948	0.00270156824862139	0.401806491538301	-1.52308679427744
18:324090-325309	-0.35004335071609	9.20543236556235	-2.72786061136353	0.0127323099287327	0.587140600073218	-2.7864996418754
1:870649-871008	-0.347288676463069	4.95563747811852	-3.85864200447925	0.00093456699780364	0.27152703729816	-0.656411590962006
6:711059-711355	0.341233846093187	4.70950813643708	3.23527926009487	0.00402985863129986	0.419480168225539	-1.84990773853105
15:26975-27226	0.34101715596801	4.37886315754679	3.32561593864951	0.00326855194952371	0.415165958285036	-1.67880700024109
10:530408-530635	0.340085513276207	4.42079741269149	3.40737012761369	0.00270194762097319	0.401806491538301	-1.52320157000099
9:334091-334293	0.33977289247812	4.29352698086362	2.76564292037434	0.0117086522224117	0.587140600073218	-2.71861098415099
6:411090-411246	-0.338948239445791	4.01981411082454	-2.69305084623804	0.0137501684320324	0.587140600073218	-2.84872234928116
2:93616-94379	-0.338353219442617	7.82324432489103	-2.96587862587036	0.00746871402427026	0.517045000070605	-2.35329133785453
1:295856-296261	0.335691273184204	5.46763415305939	3.45288040369655	0.00242946540683339	0.401806491538301	-1.43631278202468
7:612141-612610	0.33540993316878	5.15284655954285	3.64478706438423	0.0015484818947009	0.330047855270535	-1.06831416768789
16:290174-290467	0.334826428286839	4.67874581424454	3.31779473087806	0.00332848572052431	0.415165958285036	-1.69365762191614
5:561960-563472	-0.331609442425483	9.84532786465964	-2.69768183143751	0.0136104390205944	0.587140600073218	-2.84046283826952
10:97187-97405	0.330000971108653	4.18949584624754	2.83776581883392	0.00996816443595936	0.556260594855417	-2.58805234552443
14:209262-209925	-0.328656638576129	8.79875596267061	-3.43620281554032	0.00252603720432491	0.401806491538301	-1.46817419117625
2:671768-672173	0.328090396314896	5.71335266344288	3.68152836139016	0.0014200785611851	0.317813581993225	-0.997637955671697
7:117597-117924	0.32766473727415	4.59322923618086	2.17276336470904	0.041604466544526	0.642826438817089	-3.73325058665787
5:152907-153381	-0.327468348936923	7.11799424775129	-2.29356980911735	0.0324287911342662	0.629548859470632	-3.53652966636688
1:222700-222950	0.324112890117869	4.27230390859449	3.0451797326456	0.00623637344542835	0.510357763712118	-2.20635167183509
1:1008056-1008597	0.324076704753416	5.7218373903846	2.45487301716024	0.0230684535182041	0.615008572523987	-3.26514245405881
14:277696-278304	-0.320992315376724	8.83881135506567	-3.27371713428996	0.00368685018746109	0.415165958285036	-1.77722270388938
4:617082-617731	0.319813619486815	7.17549095397426	2.97821079830046	0.00726275055969332	0.517045000070605	-2.33051718629083
6:290836-291108	0.318877136396945	4.82350448704586	2.93770914918765	0.00796046375779844	0.517803550973377	-2.40520169271969
2:121068-121283	-0.318764401910562	4.66758635568592	-2.95604605282747	0.0076369454302791	0.517045000070605	-2.37142838734846
1:442444-443843	0.317770288439865	8.16508106636461	2.18024463466861	0.0409738548542398	0.642826438817089	-3.72124288173718
2:247633-247869	0.3177446945339	4.44971263323895	3.04274166790811	0.00627115214570297	0.510357763712118	-2.21088610116725
10:330738-331034	0.316552316110569	4.71969332235397	3.12515832289552	0.005193426090769	0.464915503645641	-2.05705431919743
2:411705-411929	-0.316121803522906	4.54273955969325	-2.61826081768698	0.0162035766554773	0.587140600073218	-2.98129942410155
9:149071-149957	0.315861240980094	6.91036768335942	3.27354974869627	0.0036882803275225	0.415165958285036	-1.77753961588253
5:186875-187122	-0.315741863775227	4.15606016471989	-2.62237020554612	0.0160586825458612	0.587140600073218	-2.97405570907513
1:606160-606383	0.314026794607091	4.16513631101784	3.04757652149659	0.00620236511660714	0.510357763712118	-2.20189300657853
2:19197-19451	0.313008620109959	4.90878056004285	2.90899926941904	0.00849357857339301	0.517803550973377	-2.45794417850981
5:346973-347239	0.312304713519304	4.39281513413385	2.58574020618802	0.0173944658471862	0.587140600073218	-3.03845067534531
2:952198-952527	0.311561008943368	4.82543392355436	3.38110407924236	0.0028726111995589	0.401806491538301	-1.57326563466967
13:148954-149660	-0.310878208111971	9.3381155628903	-2.86919428862573	0.00928964851350373	0.547111404558456	-2.53078436416689
6:261942-263237	-0.310525892700825	9.60436912011809	-2.95190167946231	0.00770894030054073	0.517045000070605	-2.37906739627736
12:16200-16446	-0.309969129537985	4.28670701907537	-2.20990573669	0.0385583389637949	0.634048840072785	-3.6734037277876
2:553913-555588	0.308319733826721	8.42323227775762	2.92102495777338	0.00826622979954164	0.517803550973377	-2.43587247477003
1:131947-132831	0.30793474329782	5.93583307348507	2.5553696115112	0.0185805641704557	0.587140600073218	-3.09153891226071
10:426143-426372	0.30790256801772	4.47783581006608	3.5247336849832	0.0020532274611039	0.399575918082654	-1.29879827083858
7:599237-601492	-0.307484842696168	9.62786987761734	-2.55230104148529	0.0187045405997749	0.587140600073218	-3.09688719493697
3:15224-15582	-0.306928585354027	5.189267870153	-2.67776318979792	0.0142211485686561	0.587140600073218	-2.87594754486568
3:131241-131876	-0.30657129500867	8.28710391032348	-2.73625689714629	0.0124977292072083	0.587140600073218	-2.77144409576556
7:629191-629910	0.305972521287626	5.83937768766133	3.26213746979389	0.00378707256952003	0.415165958285036	-1.7991386270793
14:313827-314275	0.305699281828862	4.93307397874668	2.348581988939	0.0289006765617801	0.621920328319844	-3.44504039551656
11:555155-555457	0.303210705916241	4.81705787957343	2.89885404326822	0.00869002971488638	0.518620973384419	-2.47654114871127
15:448531-448766	-0.303168597713606	4.38648882965192	-2.85043686333414	0.00968909228785285	0.556260594855417	-2.56499006621676
6:39087-39347	-0.302323166600138	4.58954489643495	-3.04943922788841	0.0061760586951331	0.510357763712118	-2.19842719247417
7:423364-423556	-0.301283083928653	4.35568811220441	-2.7173353855343	0.0130322780317225	0.587140600073218	-2.80534698956292
3:434310-434813	0.300497434570065	5.90550478398063	3.39517953743502	0.0027798839572029	0.401806491538301	-1.54644522589213
12:298651-300123	0.300485472521777	8.03184738179457	2.59383851735386	0.0170904342684115	0.587140600073218	-3.02424791819317
2:306767-307494	0.298989298891592	7.05161925348018	3.05167986524811	0.0061445576245563	0.510357763712118	-2.19425739672493
7:120925-121361	0.297757336248837	5.53501935023149	3.20802785840011	0.00429166373078578	0.426877485755492	-1.90132597115778
8:701571-701812	-0.296646931606788	4.46936755944489	-2.55609367333757	0.0185514233144213	0.587140600073218	-3.09027650582247
12:46592-46898	0.296369586005697	4.62557870050997	2.42418988117122	0.0246285388182067	0.615851060057504	-3.31748138731712
14:231743-232258	0.294421850661132	5.14677286784791	3.26033552510912	0.00380290533728473	0.415165958285036	-1.80254757045512
2:457158-458645	0.29145534653633	7.57642500585604	2.66403485561869	0.0146570661314964	0.587140600073218	-2.90034175324762
1:929748-930165	0.29088518626106	4.71437933743749	2.51138594312064	0.0204335006170628	0.597780057267798	-3.16791847691397
2:157650-158483	0.287756482883114	6.28806475083139	2.27162275411375	0.033943748117179	0.629548859470632	-3.57270492542831
7:690408-690992	0.287171540388116	5.54725384807575	3.14593120957723	0.00495148163636228	0.461725662590783	-2.01811160540228
1:945215-945674	0.28673304632274	4.89036612552925	2.80254674331073	0.0107847454487304	0.574672864625207	-2.65196063200289
6:112103-112308	-0.285864303759282	4.55962954369411	-2.72925665278113	0.0126930187677819	0.587140600073218	-2.78399762525825
10:370847-371398	0.285683557168237	5.47129408002779	2.91329136795308	0.0084117553390685	0.517803550973377	-2.45006997614804
8:322133-322515	0.285473191419119	5.90252067226557	2.53931065552147	0.0192380284725744	0.587140600073218	-3.11949620471686
2:551993-553039	-0.285119407647249	9.99284012761885	-2.43060649975346	0.0242943868355777	0.615008572523987	-3.3065626987317
17:184813-185189	0.283554505306035	4.81552859519364	2.73843772385552	0.0124374749128428	0.587140600073218	-2.76753066497282
7:190660-191035	0.282072306025437	5.0121409746323	3.17042039891088	0.00468027719226726	0.445721717289112	-1.9721198390957
14:223007-223334	0.281932011543579	4.51687302061633	2.79607568734419	0.0109415625095021	0.576169809323899	-2.66367140503106
12:367938-368532	0.281704102039838	5.71990770599002	2.99021991043936	0.00706744321318998	0.517045000070605	-2.30831186529107
15:189620-191157	-0.281579789774597	9.44229093366507	-2.96335901875037	0.00751148064143604	0.517045000070605	-2.35794076510527
2:135194-135984	-0.281053912042891	8.97406437940362	-2.69332804734481	0.0137417664177608	0.587140600073218	-2.84822811313059
9:247877-248143	-0.280441634204741	4.66772996712576	-2.40533716067875	0.0256351885555954	0.619232594155348	-3.34947876938496
5:155924-156311	0.280133098776854	5.29405891739628	2.97636324956274	0.00729325514433127	0.517045000070605	-2.33393095571321
7:741794-742046	-0.27973557560049	4.84808388612855	-2.90551054195022	0.00856064851922026	0.517803550973377	-2.46434170977226
15:260127-260330	0.279341424730153	4.31354291063624	2.05666265763592	0.0525856032233706	0.692021750956516	-3.91645620168056
16:57650-59451	0.276884390403253	7.27213873368403	2.28271305162178	0.0331702699162249	0.629548859470632	-3.55444835891345
14:491142-491872	-0.276448628766991	9.02291758415299	-2.83338704011467	0.010066378057035	0.556260594855417	-2.59601361538292
9:488812-489845	-0.276095263184835	9.7560214180037	-2.24068675526578	0.0361895910897749	0.629548859470632	-3.62337322443635
7:43429-43863	0.27574308455423	5.03295289329744	2.6310364707956	0.0157571128768679	0.587140600073218	-2.958763587489
2:182204-182471	0.275133122316179	5.52702727239183	2.09501649966343	0.048698743882216	0.677463236588102	-3.85660060305788
3:581047-581664	0.274971343638768	5.43055661872945	2.9259439921909	0.0081749272150183	0.517803550973377	-2.42683561727174
13:329674-329861	0.274844684604953	3.99141083010939	2.57746602917951	0.0177103505495928	0.587140600073218	-3.05294166416175
18:198726-199966	0.274157220211103	7.17267476374683	2.28170033052195	0.0332402234678401	0.629548859470632	-3.55611747594184
12:191302-192227	-0.273656395469166	8.57207520051513	-2.5426995080888	0.0190974957876384	0.587140600073218	-3.11360315313747
14:428002-429004	-0.273367874246151	9.04256053364876	-2.62854327363302	0.0158433194109795	0.587140600073218	-2.96316517808393
8:56105-56315	0.273031339046089	4.0681588912131	1.82924146703546	0.0818552468798668	0.735745292558264	-4.25673572441212
17:140621-142448	-0.27282487188524	9.88084075104302	-2.47260061802153	0.0222095704111987	0.615008572523987	-3.23475757244334
9:85352-85755	0.272822457887951	5.07655857790734	2.42745244904971	0.0244581068444391	0.615025203571402	-3.31193149435808
2:513538-514838	-0.272445220405707	8.91609461229025	-2.10338490462749	0.0478858541184625	0.677463236588102	-3.84345190163364
2:486335-487145	-0.272269787625715	9.32129662796287	-2.44804675710467	0.0234073578625876	0.615008572523987	-3.27681439290102
5:196879-197467	0.272229213276072	5.46103938126452	2.66054260054415	0.0147699559909042	0.587140600073218	-2.90653897215668
13:111803-112151	0.272141956015758	4.75357946635125	2.61401532293757	0.0163545638850355	0.587140600073218	-2.98877793760615
2:234005-234321	-0.271325242268919	5.47987705367976	-2.1470901402286	0.04383612431733	0.651862101144084	-3.77427488933726
16:14519-14861	0.271155059347844	5.19954933440225	2.73965946129029	0.0124038401252745	0.587140600073218	-2.7653377634343
14:33579-34409	-0.271060284790579	9.43194199408709	-2.59894731352197	0.0169012175352414	0.587140600073218	-3.01527815971193
16:307415-308400	-0.270842267828252	9.24916601426721	-2.32537648813302	0.0303433729890655	0.623013474766318	-3.48377247074155
16:383894-384185	0.26923293154605	4.63616201947772	2.8486330919353	0.00972835826565359	0.556260594855417	-2.56827527342933
4:781556-781872	-0.267855570317378	5.12113447903262	-2.71031359309908	0.0132361149339275	0.587140600073218	-2.81790478229752
15:445399-446300	0.267638441488085	6.03999764481095	2.68089782582408	0.0141233493322046	0.587140600073218	-2.87037033142337
15:369486-369740	0.267341181584946	4.32698577617737	2.70209024153389	0.0134786764237282	0.587140600073218	-2.83259499973241
17:110778-111158	0.267307176204923	4.90266412102295	2.2677143501545	0.0342202551902611	0.629548859470632	-3.57912730272974
11:287739-287948	0.266616459440496	4.31127166066126	1.93649867288499	0.0666243560538015	0.715337466469972	-4.09948484109399
7:710163-710997	-0.266296128644553	9.71400356881962	-2.43407139661863	0.0241157067929271	0.615008572523987	-3.30066082998649
6:493573-493786	0.265658373791608	3.91665915677188	2.65106551616692	0.0150804668244665	0.587140600073218	-2.92333960901389
3:883244-883737	-0.265480450857194	5.26209973954513	-2.84012631555049	0.00991560029165034	0.556260594855417	-2.5837588050566
20:54613-55976	0.264992536203202	7.25330982837719	3.03333540438318	0.00640709439238492	0.512109901791338	-2.22837061261885
2:404620-405489	-0.264785911461161	9.41980974617506	-2.47614637247503	0.0220414027401349	0.615008572523987	-3.22866761841715
16:289577-289828	0.264733661398408	4.54296451549344	2.81924745879023	0.0103898714736375	0.567134935560996	-2.62169148462601
9:544472-544695	0.264207680850725	4.31944398985345	2.1851011384482	0.0405691557682506	0.642826438817089	-3.71343532090938
12:121385-121688	0.263262595594504	4.92004252121721	2.93463204239971	0.00801602768503507	0.517803550973377	-2.41086261368203
18:229833-231159	-0.26321000825458	9.62990549255354	-2.24549918439497	0.0358315180215632	0.629548859470632	-3.61551639462624
14:511459-511674	0.26313481531471	4.2216547221036	2.20983354208382	0.0385640572739124	0.634048840072785	-3.67352061311919
6:125935-126326	0.262964046029282	4.93726203242657	2.58408610014658	0.0174571879638445	0.587140600073218	-3.04134923383827
18:25562-25949	0.262850614088053	4.97399243464367	3.1303471946995	0.00513193835038921	0.464915503645641	-2.04733291665204
1:910258-910601	0.262519385778063	5.03392987026651	2.65798046378583	0.0148533013673205	0.587140600073218	-2.91108349600416
14:341299-341587	0.26212680311068	4.66918626077241	2.75394149091473	0.0120170093355764	0.587140600073218	-2.7396749027709
13:146943-147585	-0.262118542439188	8.737188821301	-2.43379777791174	0.0241297723555616	0.615008572523987	-3.30112704366047
9:256224-256435	0.260925147470632	4.30091421527565	2.10702329538938	0.0475362611633602	0.677463236588102	-3.8377253407791
13:6042-6244	0.260392905959977	4.14815445819332	1.69965852270677	0.104224026493638	0.748668820481616	-4.43841893801486
2:316200-317152	-0.259855102786331	9.59923479238991	-2.15111223385427	0.0434794797012781	0.65088344863853	-3.76786659081385
17:129092-129492	0.259823446903722	5.15816077045591	2.63026934715501	0.0157835902239722	0.587140600073218	-2.96011808731571
10:156989-158237	-0.259161808895648	9.3795172323225	-2.33393853955856	0.0298035030438986	0.623013474766318	-3.46950508880565
1:103936-104325	-0.258593595300596	5.18333607681221	-2.20718417849524	0.0387744408781475	0.634048840072785	-3.67780852194823
14:217550-217855	0.258467164791011	4.69929089450022	2.5387547569333	0.019261173477617	0.587140600073218	-3.12046254388247
16:67057-67430	0.258311747125599	4.86969891704436	2.39894405303051	0.0259851353627044	0.619232594155348	-3.36030098589909
6:170856-171856	-0.258180344731727	9.57188987982655	-1.94943840203091	0.0649673976972057	0.715337466469972	-4.08011449072249
12:59653-60343	-0.257164863317124	8.73341318414061	-2.47394387999313	0.0221457219281026	0.615008572523987	-3.23245096466973
11:458556-458897	0.256792624199942	4.86942962458036	2.80613272694379	0.0106987694695127	0.574672864625207	-2.64546674944909
18:326013-326817	-0.256724714254222	9.5103709920977	-1.98190745321188	0.0609693629719101	0.715337466469972	-4.03114323015299
5:471863-472099	-0.256663414950359	4.74729882871801	-2.40679852587887	0.0255558127644493	0.619232594155348	-3.34700295217037
15:131146-133371	-0.256651196645411	12.1488859516186	-2.58995170148842	0.017235725820283	0.587140600073218	-3.03106701750063
8:574998-576136	0.256474089352411	6.03800127281901	2.67724214197901	0.0142374670343873	0.587140600073218	-2.87687434625707
2:106819-108281	0.256397693245503	7.65957665723865	2.4928252820443	0.0212661864394587	0.615008572523987	-3.19996542928681
2:526696-528701	-0.256095535625837	10.5667682951867	-2.15628927236815	0.0430242975582749	0.647642938557455	-3.75960784073647
2:405919-406473	0.255697277736884	6.35398898915394	2.18138397837315	0.0408785835015723	0.642826438817089	-3.71941211087614
1:861823-862192	0.255161607757788	4.6865378945505	2.70654441437273	0.0133467747802074	0.587140600073218	-2.82464026440458
12:11250-12004	-0.254685953548146	8.76622136731597	-2.6281170638466	0.0158581008081627	0.587140600073218	-2.96391744836636
15:475425-476046	0.254622535871143	5.5973673080731	2.59861993364994	0.0169132834516344	0.587140600073218	-3.0158531870409
8:267412-267979	-0.254183176339239	9.18385047766991	-1.86899561947018	0.0758873733871528	0.72701135596687	-4.19915252371599
1:28686-28976	-0.254149832711018	4.58508022060675	-1.79870728387553	0.0867126861221992	0.737972739853081	-4.30038726877866
9:430378-430616	-0.253846514464913	4.53420892847423	-2.76264733238631	0.0117868673834636	0.587140600073218	-2.72400662242605
7:135373-135712	0.253843655438594	4.92678643593058	2.18660053209151	0.0404449459538425	0.642826438817089	-3.71102280721281
18:225974-227604	-0.25373816995187	9.23744371251764	-2.52335533641002	0.0199128070602012	0.594198162676404	-3.14719340242556
3:13751-14004	-0.253717741151831	4.62269625896914	-2.35497101045496	0.0285147402053634	0.619232594155348	-3.43434137774772
2:379481-379729	0.253475184628503	5.45136472908971	2.45495148098727	0.023064584727216	0.615008572523987	-3.26500820043259
17:289074-289291	0.253460345227122	4.23296977321164	2.73916993086712	0.0124173066504497	0.587140600073218	-2.76621646915265
3:387289-387781	0.253258593117928	5.82278217335914	2.36185716443095	0.0281041121613627	0.619232594155348	-3.42279303752974
7:627587-628691	0.253151269544189	7.04461246333569	2.53173373331851	0.0195557521513605	0.591429369118172	-3.13265913080225
19:62886-63278	-0.252898159436976	8.27967866589885	-1.82393772969984	0.0826815901951794	0.735745292558264	-4.26435421357618
5:688120-688384	0.252708483645957	4.392411754054	2.26479117089017	0.0344284095072861	0.629548859470632	-3.5839267871248
13:261026-262132	-0.252508388189943	8.85804286484336	-2.24286000301783	0.0360274851654738	0.629548859470632	-3.6198263111208
9:213255-213540	-0.251955921133534	4.73712038248717	-2.54216827076406	0.0191194618993636	0.587140600073218	-3.11452718560454
11:117760-118085	0.251894462465075	4.77691896114007	2.40756100554619	0.025514488410572	0.619232594155348	-3.34571087496487
8:102769-103036	0.251862737799237	4.98213764210524	2.48132915393089	0.021797731678784	0.615008572523987	-3.21975853292653
16:77695-78053	-0.251547600739979	5.01733623400477	-2.55193459836734	0.0187193974342432	0.587140600073218	-3.09752568350608
4:918585-918925	0.251522660645413	5.0477248554106	2.57176809681692	0.0179310094338579	0.587140600073218	-3.06290878652373
4:318618-318971	-0.250230653267119	5.18201337250908	-2.17503569658746	0.0414120004750503	0.642826438817089	-3.72960592802222
2:332241-332652	0.250084896909189	5.63874716062579	1.88451188291378	0.0736635184148198	0.72701135596687	-4.17645108843927
14:541264-543030	-0.249093556008129	9.62657034625886	-2.05730145800781	0.0525186479379023	0.692021750956516	-3.91546481441191
18:152423-152672	-0.248894332961406	4.64875326125256	-2.61229247939271	0.0164162127787185	0.587140600073218	-2.99181126738237
16:244884-245172	0.248547438007304	4.24474762507421	1.90774174867931	0.0704410742208835	0.715337466469972	-4.14223035536263
5:62052-62450	0.24843448855254	4.61634143424564	2.51373680026028	0.0203302381756185	0.597780057267798	-3.16385155924249
3:522625-523021	0.248369061638103	5.11497954866997	2.41088156701021	0.0253352452767959	0.619232594155348	-3.34008155849321
2:17063-17439	0.247924090490175	5.19270147229512	2.68528102456641	0.0139876627572397	0.587140600073218	-2.86256719074714
6:565837-567116	-0.247280594044572	9.05432599292172	-2.43276999056755	0.0241826746966301	0.615008572523987	-3.3028780408226
2:141450-142107	-0.247198794925424	8.90616373117587	-2.36715923520176	0.0277916785886995	0.619232594155348	-3.41388943143376
3:229468-232418	-0.247149754559146	12.4234758286872	-2.46731703612646	0.0224623820838063	0.615008572523987	-3.24382455581665
20:25604-27009	-0.247077246442498	9.14961756209517	-2.66005238610423	0.0147858682028483	0.587140600073218	-2.9074086178959
12:458074-458485	-0.246537083181303	5.33121728351739	-2.60470984865157	0.0166901561401732	0.587140600073218	-3.00515138278026
7:762457-763089	-0.246498547298986	5.44758812299521	-2.22577512451315	0.0373199869133853	0.629910227456321	-3.64765852695483
6:344863-345228	-0.246245197091418	4.59597029204098	-1.92699507091415	0.0678649993688106	0.715337466469972	-4.11365780948695
1:1043414-1043673	0.246101291933315	4.73749660534929	2.20961528736424	0.0385813492553004	0.634048840072785	-3.6738739612293
16:301786-303210	-0.245179126661316	10.0229449753683	-1.88250309928818	0.073948165613684	0.72701135596687	-4.17939717038585
7:527501-527925	0.245055062801689	5.10384924634126	1.93169005993997	0.0672495666841106	0.715337466469972	-4.1066617471156
13:8707-9290	0.244756316724158	5.06632505219728	2.02828602539244	0.0556381895815368	0.694932659060104	-3.9603032317662
17:42414-42891	-0.244596750154888	5.41220994613278	-2.53823666981247	0.0192827676967746	0.587140600073218	-3.12136306713515
16:254922-256039	-0.244520591217912	9.61254585365231	-2.5695660614442	0.0180169760527995	0.587140600073218	-3.06675807569631
17:298151-298512	-0.24401261276939	4.82462286053899	-2.37282267733546	0.0274615027293036	0.619232594155348	-3.40436767116998
6:701644-701708	0.243294811637826	2.79576634055856	1.52339530355924	0.142841899190605	0.7699312400524	-4.66975471898656
3:707937-709498	-0.243186001979272	9.8819480148245	-2.24744824047651	0.0356874215717267	0.629548859470632	-3.61233168660096
15:346994-347992	-0.243103677899494	8.9449085346727	-2.23551261801398	0.0365782268838223	0.629548859470632	-3.63181013826622
5:814317-815507	-0.243099676917035	10.1513623723318	-2.09537115280158	0.0486640427772705	0.677463236588102	-3.85604400068074
4:764661-765016	0.242999037997305	4.51656368811981	2.0279698623718	0.0556730757195351	0.694932659060104	-3.96078962948083
4:106214-106453	0.242996083472759	4.27026486249247	2.33909870660191	0.0294824291401696	0.623013474766318	-3.46089315854292
4:368140-368393	0.242734323990507	4.47098132025027	1.47608093216663	0.155022725020713	0.772967761391932	-4.7285506391375
17:385045-385316	0.242484017504594	4.37907602263899	2.56224931395795	0.0183054087104481	0.587140600073218	-3.07953761837287
16:458199-458433	0.242313165812813	4.32241010692411	2.02603918366422	0.0558865358907644	0.694932659060104	-3.96375883565502
17:166087-166453	-0.242282868981882	4.77978141562714	-2.25307230929336	0.0352745951982763	0.629548859470632	-3.60313354673446
3:880510-880983	-0.242280658300996	7.70115592195569	-2.36575590262549	0.0278740581527717	0.619232594155348	-3.4162470039103
10:260372-260788	0.241686102398567	5.0875622476492	2.22906922382687	0.037067532118547	0.629910227456321	-3.64230149710438
3:407389-408510	-0.241647137134279	7.92729264204524	-2.3808542578326	0.0269994891166905	0.619232594155348	-3.39084450628004
1:956527-956739	-0.24139835160375	4.28462813885074	-2.05320389182954	0.052949462353315	0.692021750956516	-3.92182075094889
2:473444-475211	-0.241271690670629	9.1055046347867	-2.27897496241306	0.0334291512627006	0.629548859470632	-3.56060729966864
7:537971-539173	-0.241263219448683	8.83023983183914	-2.09297143007259	0.048899279485222	0.677463236588102	-3.85980908390181
1:108183-108476	0.241167497226105	4.50536035401419	2.16393181994625	0.0423602385296319	0.642826438817089	-3.74739483333915
18:315843-317269	-0.240933874178888	9.85637816543773	-2.22065113894817	0.0377158045036403	0.629910227456321	-3.65598258460424
11:139773-140120	0.240864864316199	4.70479878763576	2.18869143714206	0.040272313065038	0.642826438817089	-3.70765697380506
10:297493-298533	0.240520910406671	6.5308236752094	2.65898553351686	0.0148205539524775	0.587140600073218	-2.9093009961832
15:291781-293181	-0.240476531764612	8.89539147117302	-2.60046363458268	0.0168454376334266	0.587140600073218	-3.01261440190338
17:352031-352865	-0.240388914264303	8.73396126555015	-2.46150719103636	0.0227434720006635	0.615008572523987	-3.25378388957002
3:738322-740003	-0.240127859980339	9.78218436913725	-2.33213960627708	0.0299161919084971	0.623013474766318	-3.47250502928936
11:281800-282127	0.239576964366117	4.59910620019475	2.05845450276101	0.0523979862295392	0.692021750956516	-3.91367486602246
14:440219-440462	-0.239313270820332	4.4943333053252	-2.34619889534628	0.0290458617403487	0.62205395765455	-3.44902724489925
