chr	start	end	peak.annotation	target.genes
1	148908	149109	internal.gene.body	ostta01g00970
1	151564	151879	TSS	ostta01g00980
1	152476	152781	TSS	ostta01g00990
1	154469	155610	TSS	ostta01g01020
1	157162	157865	TSS	ostta01g01040
1	159060	159999	TSS	ostta01g01060
1	161995	162346	TSS	ostta01g01070
1	162657	164303	gene.body	ostta01g01085
1	164703	165169	TSS	ostta01g01090
1	169266	169504	internal.gene.body	ostta01g01110
1	169813	170205	TSS	ostta01g01120
1	171942	172320	TSS	ostta01g01140
1	173614	174572	TSS	ostta01g01160
1	176693	177031	TSS	ostta01g01180
1	178046	178626	TSS	ostta01g01200
1	179140	179502	internal.gene.body	ostta01g01210
1	184996	185504	TSS	ostta01g01230
1	186197	187161	TSS	ostta01g01260
1	191937	192365	TSS	ostta01g01280
1	192807	193276	TSS	ostta01g01290
1	194046	194247	internal.gene.body	ostta01g01295
1	197421	197778	internal.gene.body	ostta01g01310
1	200287	200906	TSS	ostta01g01320
1	207324	207556	TSS	ostta01g01350
1	213494	213767	internal.gene.body	ostta01g01380
1	215097	215296	internal.gene.body	ostta01g01390
1	216160	216688	TSS	ostta01g01400
1	218137	219128	TSS	ostta01g01420
1	220468	220732	TSS	ostta01g01430
1	222700	222950	TSS	ostta01g01440
1	223619	223903	internal.gene.body	ostta01g01450
1	227025	227850	TSS	ostta01g01470
1	231824	232031	internal.gene.body	ostta01g01490
1	233591	234233	TSS	ostta01g01500
1	234541	235101	TSS	ostta01g01510
1	235773	236669	TSS	ostta01g01530
1	241250	242405	TSS	ostta01g01550
1	244270	245793	TSS	ostta01g01570
1	247459	247667	internal.gene.body	ostta01g01580
1	248747	249104	TSS	ostta01g01590
1	251053	251427	TSS	ostta01g01600
1	254583	254850	internal.gene.body	ostta01g01630
1	255695	256718	TSS	ostta01g01650
1	258087	258518	intergenic	
1	259404	260416	TSS	ostta01g01670
1	261372	262176	TSS	ostta01g01690
1	263393	264441	TSS	ostta01g01710
1	266020	266394	internal.gene.body	ostta01g01720
1	270444	270957	TSS	ostta01g01740
1	273982	275122	gene.body	ostta01g01760
1	278049	278967	TSS	ostta01g01790
1	279962	280766	TSS	ostta01g01810
1	284448	284808	TSS	ostta01g01830
1	289988	290225	internal.gene.body	ostta01g01850
1	295062	295472	TSS	ostta01g01870
1	295856	296261	internal.gene.body	ostta01g01880
1	298211	299177	TSS	ostta01g01900
1	299676	299907	TSS	ostta01g01910
1	302531	302898	internal.gene.body	ostta01g01930
1	303586	303862	TSS	ostta01g01940
1	305646	306368	TSS	ostta01g01960
1	307464	308445	TSS	ostta01g01970
1	310675	311311	TSS	ostta01g01990
1	312360	312580	internal.gene.body	ostta01g02000
1	313449	313765	TSS	ostta01g02010
1	317628	318956	TSS	ostta01g02050
1	319987	320920	TSS	ostta01g02070
1	321713	322195	TSS	ostta01g02080
1	323085	323931	TSS	ostta01g02100
1	324934	325203	internal.gene.body	ostta01g02110
1	326461	326740	TSS	ostta01g02120
1	329656	330112	TSS	ostta01g02140
1	331291	331874	TSS	ostta01g02160
1	334004	334230	TSS	ostta01g02170
1	335411	336324	TSS	ostta01g02190
1	336988	337214	internal.gene.body	ostta01g02200
1	337734	338825	TSS	ostta01g02210
1	340044	340546	TSS	ostta01g02220
1	342083	342747	TSS	ostta01g02230
1	344094	344372	internal.gene.body	ostta01g02250
1	346206	347088	TSS	ostta01g02270
1	348618	349628	TSS	ostta01g02290
1	352246	353287	TSS	ostta01g02310
1	354345	355091	TSS	ostta01g02330
1	358313	358837	TSS	ostta01g02350
1	364343	364686	internal.gene.body	ostta01g02370
1	366108	366595	TSS	ostta01g02390
1	367948	368553	TSS	ostta01g02400
1	369301	369771	internal.gene.body	ostta01g02410
1	371508	372376	TSS	ostta01g02430
1	374450	374787	internal.gene.body	ostta01g02440
1	378319	379370	TSS	ostta01g02460
1	380884	381192	TSS	ostta01g02470
1	381979	382460	TSS	ostta01g02480
1	385785	385985	internal.gene.body	ostta01g02500
1	387240	387949	TSS	ostta01g02520
1	391784	392572	TSS	ostta01g02540
1	396107	396966	TSS	ostta01g02560
1	397775	397920	internal.gene.body	ostta01g02570
1	398349	398600	TSS	ostta01g02580
1	404582	404902	TSS	ostta01g02600
1	406330	406580	internal.gene.body	ostta01g02610
1	408382	408766	internal.gene.body	ostta01g02615
1	412261	412925	TSS	ostta01g02640
1	420539	421029	internal.gene.body	ostta01g02680
1	421319	421523	internal.gene.body	ostta01g02690
1	422198	422505	internal.gene.body	ostta01g02700
1	425863	426138	internal.gene.body	ostta01g02730
1	426582	426892	internal.gene.body	ostta01g02740
1	428957	429180	TSS	ostta01g02750
1	429509	429853	internal.gene.body	ostta01g02760
1	436265	436548	TSS	ostta01g02770
1	439251	439618	TSS	ostta01g02790
1	440664	440874	internal.gene.body	ostta01g02800
1	442444	443843	TSS	ostta01g02810
1	446976	447273	TSS	ostta01g02830
1	447589	447983	TSS	ostta01g02840
1	451242	451631	internal.gene.body	ostta01g02847
1	452928	453793	TSS	ostta01g02860
1	458714	459055	TSS	ostta01g02890
1	459595	459822	internal.gene.body	ostta01g02895
1	460203	460499	intergenic	
1	462206	462552	TSS	ostta01g02910
1	462864	463133	internal.gene.body	ostta01g02920
1	468794	469796	TSS	ostta01g02950
1	470610	471586	TSS	ostta01g02970
1	472077	472658	TSS	ostta01g02980
1	475525	475766	TSS	ostta01g03000
1	476946	477171	internal.gene.body	ostta01g03010
1	477513	477889	TSS	ostta01g03020
1	481499	481773	internal.gene.body	ostta01g03030
1	482122	482825	TSS	ostta01g03040
1	487692	488061	TSS	ostta01g03060
1	488948	489414	TSS	ostta01g03080
1	490503	490831	internal.gene.body	ostta01g03090
1	493877	494610	TSS	ostta01g03120
1	496771	497269	TSS	ostta01g03130
1	497786	499514	gene.body	ostta01g03150
1	501808	502022	TSS	ostta01g03170
1	503148	504462	TSS	ostta01g03190
1	504823	505305	TSS	ostta01g03200
1	511594	511860	internal.gene.body	ostta01g03230
1	513444	513665	internal.gene.body	ostta01g03240
1	514910	515179	internal.gene.body	ostta01g03250
1	517190	518185	TSS	ostta01g03270
1	525872	527204	TSS	ostta01g03290
1	529356	530211	TSS	ostta01g03310
1	533349	533553	internal.gene.body	ostta01g03320
1	536004	536269	TSS	ostta01g03340
1	537466	538002	gene.body	ostta01g03360
1	540832	541142	internal.gene.body	ostta01g03390
1	541431	541713	TSS	ostta01g03400
1	543983	544491	TSS	ostta01g03420
1	546766	547474	TSS	ostta01g03440
1	548913	549311	TSS	ostta01g03450
1	557376	558144	TSS	ostta01g03495
1	558755	559295	TSS	ostta01g03500
1	560340	561153	TSS	ostta01g03520
1	563594	564018	TSS	ostta01g03540
1	564394	564739	TSS	ostta01g03550
1	569070	569483	internal.gene.body	ostta01g03580
1	570933	571226	internal.gene.body	ostta01g03590
1	573660	573915	TSS	ostta01g03610
1	577339	578230	TSS	ostta01g03630
1	581754	582473	TSS	ostta01g03650
1	584544	585930	gene.body	ostta01g03670
1	586591	586976	TSS	ostta01g03690
1	587715	588652	TSS	ostta01g03710
1	592775	593598	TSS	ostta01g03730
1	595372	595640	TSS	ostta01g03740
1	597037	597244	TSS	ostta01g03760
1	600599	601649	TSS	ostta01g03780
1	606160	606383	TSS	ostta01g03790
1	608275	609016	TSS	ostta01g03810
1	610697	611014	TSS	ostta01g03820
1	611437	612136	TSS	ostta01g03840
1	613693	615535	gene.body	ostta01g03860
1	618090	618575	TSS	ostta01g03880
1	619345	620192	TSS	ostta01g03900
1	621443	621831	TSS	ostta01g03910
1	624917	625141	internal.gene.body	ostta01g03940
1	629677	630010	TSS	ostta01g03970
1	635131	635653	TSS	ostta01g03990
1	638936	639674	TSS	ostta01g04030
1	641982	642802	TSS	ostta01g04060
1	646560	647159	TSS	ostta01g04090
1	653064	653392	internal.gene.body	ostta01g04110
1	653686	653951	intergenic	
1	671883	673162	TSS	ostta01g04140
1	675383	676423	gene.body	ostta01g04160
1	677456	678426	TSS	ostta01g04190
1	681876	682452	TSS	ostta01g04210
1	686923	687171	TSS	ostta01g04230
1	687562	687907	internal.gene.body	ostta01g04240
1	693010	693384	TSS	ostta01g04270
1	697443	697758	TSS	ostta01g04280
1	698918	699637	TSS	ostta01g04300
1	703998	704405	TSS	ostta01g04330
1	706822	707714	TSS	ostta01g04350
1	708817	709091	internal.gene.body	ostta01g04360
1	709915	710276	TSS	ostta01g04370
1	711467	711835	TSS	ostta01g04380
1	712838	715131	gene.body	ostta01g04400
1	716068	716506	TSS	ostta01g04420
1	717114	717632	TSS	ostta01g04430
1	718177	719209	TSS	ostta01g04450
1	720944	721267	TSS	ostta01g04460
1	725009	725385	TSS	ostta01g04480
1	728261	728981	TSS	ostta01g04490
1	729505	730848	TSS	ostta01g04510
1	732953	733189	TSS	ostta01g04530
1	735132	735349	internal.gene.body	ostta01g04550
1	741532	741953	TSS	ostta01g04570
1	743554	743967	TSS	ostta01g04585
1	744586	745392	TSS	ostta01g04600
1	749460	749894	internal.gene.body	ostta01g04610
1	753935	754393	TSS	ostta01g04620
1	754847	755166	TSS	ostta01g04630
1	759893	760311	TSS	ostta01g04660
1	763377	763802	TSS	ostta01g04680
1	765106	765447	TSS	ostta01g04690
1	766940	767397	internal.gene.body	ostta01g04700
1	769545	769867	intergenic	
1	770500	770774	internal.gene.body	ostta01g04720
1	772167	773239	gene.body	ostta01g04730
1	774767	775635	gene.body	ostta01g04760
1	776150	776579	internal.gene.body	ostta01g04780
1	776875	777111	TSS	ostta01g04790
1	780679	781843	TSS	ostta01g04810
1	783086	783975	TSS	ostta01g04830
1	785126	786041	TSS	ostta01g04850
1	787265	787594	TSS	ostta01g04860
1	787973	788280	internal.gene.body	ostta01g04870
1	789456	790373	TSS	ostta01g04890
1	791395	791729	TSS	ostta01g04900
1	794528	795381	TSS	ostta01g04920
1	798322	798632	internal.gene.body	ostta01g04940
1	799836	800636	TSS	ostta01g04960
1	802597	803572	TSS	ostta01g04980
1	805314	806329	TSS	ostta01g05000
1	807563	807924	TSS	ostta01g05005
1	812017	812265	internal.gene.body	ostta01g05020
1	816338	817153	TSS	ostta01g05040
1	819428	819645	TSS	ostta01g05050
1	820338	820818	TSS	ostta01g05060
1	826663	827207	TSS	ostta01g05090
1	828111	828604	TSS	ostta01g05100
1	830415	830916	TSS	ostta01g05110
1	832909	833641	gene.body	ostta01g05150
1	834343	835205	TSS	ostta01g05155
1	836242	836517	TSS	ostta01g05170
1	841274	841707	internal.gene.body	ostta01g05190
1	841992	842299	internal.gene.body	ostta01g05200
1	844912	845841	TSS	ostta01g05220
1	848237	848452	TSS	ostta01g05230
1	848776	849164	internal.gene.body	ostta01g05240
1	857459	857968	TSS	ostta01g05250
1	858404	858773	internal.gene.body	ostta01g05260
1	860427	860773	gene.body	ostta01g05270
1	861823	862192	TSS	ostta01g05290
1	863866	864728	TSS	ostta01g05310
1	866467	867994	gene.body	ostta01g05330
1	870089	870342	internal.gene.body	ostta01g05350
1	870649	871008	TSS	ostta01g05360
1	872640	873611	gene.body	ostta01g05390
1	874085	875014	TSS	ostta01g05410
1	876714	876969	internal.gene.body	ostta01g05420
1	879553	880477	TSS	ostta01g05440
1	885032	885926	TSS	ostta01g05460
1	888166	888793	TSS	ostta01g05480
1	891835	892053	internal.gene.body	ostta01g05490
1	894962	896471	gene.body	ostta01g05520
1	897201	897619	TSS	ostta01g05540
1	899178	899586	TSS	ostta01g05550
1	902975	903628	TSS	ostta01g05580
1	907239	907424	TSS	ostta01g05590
1	910258	910601	TSS	ostta01g05600
1	913129	913501	internal.gene.body	ostta01g05620
1	920565	920796	internal.gene.body	ostta01g05630
1	921838	923117	TSS	ostta01g05650
1	923637	924029	TSS	ostta01g05660
1	925151	926113	TSS	ostta01g05680
1	929748	930165	TSS	ostta01g05700
1	931273	931663	TSS	ostta01g05710
1	933550	934475	TSS	ostta01g05730
1	935839	936216	TSS	ostta01g05740
1	936712	937618	gene.body	ostta01g05760
1	941413	941660	internal.gene.body	ostta01g05780
1	945215	945674	TSS	ostta01g05800
1	948240	949715	gene.body	ostta01g05830
1	950731	950986	TSS	ostta01g05850
1	952718	953577	TSS	ostta01g05870
1	956527	956739	internal.gene.body	ostta01g05880
1	957679	958403	TSS	ostta01g05900
1	959129	959486	internal.gene.body	ostta01g05910
1	971769	972156	TSS	ostta01g05960
1	972615	973588	TSS	ostta01g05980
1	975499	976771	TSS	ostta01g06000
1	978748	979100	TSS	ostta01g06010
1	979443	979908	TSS	ostta01g06020
1	986211	986565	internal.gene.body	ostta01g06050
1	988171	988371	internal.gene.body	ostta01g06060
1	989240	989473	internal.gene.body	ostta01g06070
1	991768	991985	TSS	ostta01g06080
1	992273	992698	internal.gene.body	ostta01g06090
1	998906	999140	TSS	ostta01g06110
1	1004678	1005442	TSS	ostta01g06140
1	1008056	1008597	TSS	ostta01g06150
1	1010533	1010927	internal.gene.body	ostta01g06160
1	1011262	1012402	gene.body	ostta01g06170
1	1013122	1013550	TSS	ostta01g06190
1	1013959	1014321	internal.gene.body	ostta01g06200
1	1016394	1016701	internal.gene.body	ostta01g06210
1	1020984	1021186	internal.gene.body	ostta01g06240
1	1022884	1025426	gene.body	ostta01g06260,ostta01g06270
1	1025968	1026545	TSS	ostta01g06290
1	1028492	1028733	TSS	ostta01g06310
1	1035002	1035449	TSS	ostta01g06320
1	1042110	1042413	TSS	ostta01g06370
1	1043414	1043673	internal.gene.body	ostta01g06380
1	1044544	1045455	TSS	ostta01g06380
1	1046690	1048314	TSS	ostta01g06400
1	1049981	1051165	TSS	ostta01g06420
1	1054502	1055552	TSS	ostta01g06450
1	1056924	1058821	gene.body	ostta01g06465
1	1060595	1060980	intergenic	
1	1064354	1064735	TSS	ostta01g06500
1	1065440	1065851	TSS	ostta01g06510
1	1067711	1068020	internal.gene.body	ostta01g06530
1	1070798	1071054	internal.gene.body	ostta01g06550
1	1071679	1071993	internal.gene.body	ostta01g06555
1	1073470	1074348	TSS	ostta01g06570
1	1076821	1077769	TSS	ostta01g06600
1	1078855	1080198	TSS	ostta01g06620
1	1081167	1081664	TSS	ostta01g06630
1	1082037	1082370	TSS	ostta01g06640
1	1089674	1090570	TSS	ostta01g06670
1	1092506	1092715	internal.gene.body	ostta01g06680
10	6427	6649	internal.gene.body	ostta10g00020
10	11385	12224	TSS	ostta10g00040
10	13906	14272	TSS	ostta10g00050
10	17999	18302	TSS	ostta10g00080
10	24092	24392	TSS	ostta10g00090
10	26313	26539	TSS	ostta10g00100
10	26894	27173	internal.gene.body	ostta10g00110
10	36402	36658	internal.gene.body	ostta10g00150
10	39583	39984	internal.gene.body	ostta10g00160
10	44687	45068	TSS	ostta10g00190
10	46920	47876	TSS	ostta10g00210
10	48740	48950	internal.gene.body	ostta10g00220
10	49859	50186	TSS	ostta10g00230
10	51407	52086	TSS	ostta10g00250
10	55530	55851	TSS	ostta10g00260
10	59123	59521	TSS	ostta10g00280
10	60797	61065	TSS	ostta10g00290
10	61618	62074	internal.gene.body	ostta10g00300
10	66087	67259	TSS	ostta10g00320
10	68367	68891	gene.body	ostta10g00330
10	73804	73925	internal.gene.body	ostta10g00350
10	75123	75703	TSS	ostta10g00370
10	77427	77689	internal.gene.body	ostta10g00380
10	78080	78433	TSS	ostta10g00390
10	79300	82425	gene.body	ostta10g00410
10	84482	86918	gene.body	ostta10g00440
10	93542	93954	TSS	ostta10g00510
10	96624	96831	internal.gene.body	ostta10g00530
10	97187	97405	TSS	ostta10g00540
10	99136	99338	internal.gene.body	ostta10g00545
10	101481	103131	gene.body	ostta10g00560
10	104274	105367	TSS	ostta10g00580
10	106628	106997	TSS	ostta10g00590
10	107527	108406	TSS	ostta10g00610
10	109259	109659	TSS	ostta10g00620
10	110046	110430	TSS	ostta10g00630
10	111640	111944	TSS	ostta10g00640
10	117139	117336	internal.gene.body	ostta10g00670
10	121084	123411	gene.body	ostta10g00690
10	124955	125608	TSS	ostta10g00710
10	127873	128326	TSS	ostta10g00730
10	128891	129793	TSS	ostta10g00750
10	131018	131860	TSS	ostta10g00760
10	132311	132830	TSS	ostta10g00770
10	133896	134859	TSS	ostta10g00790
10	137413	137771	TSS	ostta10g00810
10	139147	139530	TSS	ostta10g00820
10	140765	142135	gene.body	ostta10g00840
10	142935	143324	internal.gene.body	ostta10g00860
10	148309	149592	gene.body	ostta10g00900
10	152406	153437	TSS	ostta10g00930
10	156989	158237	TSS	ostta10g00950
10	160748	161100	TSS	ostta10g00960
10	161860	163660	gene.body	ostta10g00980
10	165020	166795	gene.body	ostta10g01010
10	169897	170200	TSS	ostta10g01030
10	172393	174126	gene.body	ostta10g01060
10	177240	177554	TSS	ostta10g01080
10	178279	179008	TSS	ostta10g01100
10	183451	183756	internal.gene.body	ostta10g01110
10	186685	187138	TSS	ostta10g01120
10	187874	188263	internal.gene.body	ostta10g01130
10	188872	189378	TSS	ostta10g01140
10	191035	191895	TSS	ostta10g01160
10	193346	193641	internal.gene.body	ostta10g01180
10	195370	195710	TSS	ostta10g01190
10	196024	196338	internal.gene.body	ostta10g01200
10	199114	199510	internal.gene.body	ostta10g01210
10	199812	200248	internal.gene.body	ostta10g01220
10	201600	202057	TSS	ostta10g01230
10	203235	204297	TSS	ostta10g01250
10	205990	206261	TSS	ostta10g01260
10	206755	206987	TSS	ostta10g01270
10	207398	209209	TSS	ostta10g01280
10	211344	211712	TSS	ostta10g01290
10	212803	213893	gene.body	ostta10g01300
10	215347	216160	TSS	ostta10g01330
10	218206	218888	TSS	ostta10g01350
10	219750	219957	TSS	ostta10g01360
10	226284	226649	TSS	ostta10g01370
10	226958	227269	TSS	ostta10g01380
10	228188	228535	internal.gene.body	ostta10g01390
10	228940	230552	TSS	ostta10g01420
10	232407	233414	TSS	ostta10g01440
10	236324	236778	TSS	ostta10g01460
10	239199	239564	TSS	ostta10g01470
10	241328	242404	gene.body	ostta10g01500
10	243247	244049	TSS	ostta10g01520
10	245513	245848	internal.gene.body	ostta10g01530
10	246514	246929	TSS	ostta10g01540
10	249025	249226	internal.gene.body	ostta10g01550
10	251784	251958	internal.gene.body	ostta10g01570
10	253695	254000	internal.gene.body	ostta10g01590
10	258902	259168	internal.gene.body	ostta10g01610
10	259515	259886	internal.gene.body	ostta10g01620
10	260372	260788	internal.gene.body	ostta10g01630
10	263643	264353	TSS	ostta10g01650
10	268418	269398	TSS	ostta10g01690
10	273100	273385	TSS	ostta10g01700
10	273692	274069	TSS	ostta10g01705
10	274644	275043	internal.gene.body	ostta10g01710
10	278872	279134	internal.gene.body	ostta10g01730
10	280449	280855	TSS	ostta10g01740
10	282901	283236	TSS	ostta10g01745
10	290236	290527	internal.gene.body	ostta10g01760
10	293924	294163	internal.gene.body	ostta10g01800
10	296011	296409	TSS	ostta10g01810
10	297493	298533	TSS	ostta10g01830
10	300703	301410	TSS	ostta10g01840
10	301719	302350	TSS	ostta10g01850
10	305643	306104	TSS	ostta10g01860
10	307290	307486	internal.gene.body	ostta10g01870
10	310313	310787	TSS	ostta10g01900
10	314197	314548	internal.gene.body	ostta10g01910
10	314837	315205	internal.gene.body	ostta10g01920
10	317252	317594	TSS	ostta10g01940
10	318244	318815	TSS	ostta10g01950
10	323325	323778	gene.body	ostta10g01990
10	324266	325324	TSS	ostta10g02010
10	325999	327711	gene.body	ostta10g02015,ostta10g02020
10	328084	329000	TSS	ostta10g02030
10	330738	331034	internal.gene.body	ostta10g02040
10	332094	332266	internal.gene.body	ostta10g02050
10	333679	333919	internal.gene.body	ostta10g02060
10	349396	350333	TSS	ostta10g02070
10	351466	351995	TSS	ostta10g02080
10	353343	354423	TSS	ostta10g02100
10	359168	359508	internal.gene.body	ostta10g02130
10	365249	366649	gene.body	ostta10g02170
10	368266	369253	TSS	ostta10g02200
10	370847	371398	TSS	ostta10g02210
10	372538	372778	TSS	ostta10g02230
10	378186	378567	internal.gene.body	ostta10g02260
10	378957	379447	internal.gene.body	ostta10g02270
10	380899	381255	TSS	ostta10g02280
10	381752	382001	internal.gene.body	ostta10g02290
10	382763	383382	internal.gene.body	ostta10g02300
10	385182	386185	TSS	ostta10g02320
10	388947	389732	TSS	ostta10g02350
10	390855	391329	TSS	ostta10g02360
10	395528	396024	internal.gene.body	ostta10g02370
10	397088	397322	internal.gene.body	ostta10g02380
10	398769	399988	TSS	ostta10g02400
10	401970	403645	TSS	ostta10g02420
10	405905	406713	TSS	ostta10g02440
10	412022	412338	internal.gene.body	ostta10g02450
10	412647	412912	internal.gene.body	ostta10g02460
10	413458	413801	TSS	ostta10g02470
10	414861	415902	TSS	ostta10g02490
10	417357	417643	internal.gene.body	ostta10g02500
10	418687	419105	TSS	ostta10g02500
10	420527	420813	TSS	ostta10g02520
10	425110	425433	internal.gene.body	ostta10g02540
10	426143	426372	internal.gene.body	ostta10g02550
10	428009	428359	internal.gene.body	ostta10g02570
10	431082	431457	internal.gene.body	ostta10g02590
10	433181	433550	internal.gene.body	ostta10g02610
10	435511	436317	TSS	ostta10g02640
10	437151	438674	TSS	ostta10g02660
10	439127	439400	internal.gene.body	ostta10g02670
10	440343	440666	TSS	ostta10g02680
10	440968	441261	TSS	ostta10g02690
10	447423	448246	TSS	ostta10g02720
10	451126	451723	internal.gene.body	ostta10g02720
10	456713	457366	TSS	ostta10g02760
10	459506	459810	TSS	ostta10g02770
10	461109	461381	TSS	ostta10g02780
10	462660	463143	TSS	ostta10g02790
10	463497	463857	internal.gene.body	ostta10g02800
10	467829	468157	internal.gene.body	ostta10g02820
10	471575	471887	TSS	ostta10g02840
10	474793	475674	TSS	ostta10g02860
10	477990	478912	TSS	ostta10g02870
10	484643	485375	TSS	ostta10g02910
10	486183	487148	TSS	ostta10g02930
10	489499	489855	TSS	ostta10g02940
10	492146	492823	TSS	ostta10g02960
10	494975	495189	TSS	ostta10g02970
10	495521	496607	TSS	ostta10g02990
10	501053	501498	TSS	ostta10g03010
10	503428	504629	TSS	ostta10g03030
10	505590	506555	gene.body	ostta10g03050
10	507638	507921	TSS	ostta10g03070
10	512789	513204	internal.gene.body	ostta10g03100
10	513489	513644	intergenic	
10	516661	517013	TSS	ostta10g03130
10	517724	518096	TSS	ostta10g03135
10	518431	519549	TSS	ostta10g03150
10	522103	522415	internal.gene.body	ostta10g03170
10	522790	523245	TSS	ostta10g03180
10	524916	525789	TSS	ostta10g03190
10	528952	529236	TSS	ostta10g03200
10	530408	530635	TSS	ostta10g03220
10	531577	532985	TSS	ostta10g03240
10	535933	536877	TSS	ostta10g03260
10	542122	542588	TSS	ostta10g03300
10	542933	543271	internal.gene.body	ostta10g03310
10	545742	546653	TSS	ostta10g03340
10	547912	548459	TSS	ostta10g03350
10	551713	551980	internal.gene.body	ostta10g03360
10	552810	553523	TSS	ostta10g03370
10	554431	554609	internal.gene.body	ostta10g03380
10	556398	557154	TSS	ostta10g03400
10	560631	561894	TSS	ostta10g03420
10	564955	565259	internal.gene.body	ostta10g03430
10	573649	573919	internal.gene.body	ostta10g03450
10	577224	578225	TSS	ostta10g03480
10	583851	584051	internal.gene.body	ostta10g03500
10	585264	585484	internal.gene.body	ostta10g03510
10	586691	587586	TSS	ostta10g03540
10	588068	588878	TSS	ostta10g03560
11	2648	3724	TSS	ostta11g00020
11	5536	5806	TSS	ostta11g00030
11	10245	11294	TSS	ostta11g00070
11	13268	13681	TSS	ostta11g00080
11	14219	15004	TSS	ostta11g00100
11	23527	24557	TSS	ostta11g00140
11	25170	25498	internal.gene.body	ostta11g00150
11	26082	26364	TSS	ostta11g00160
11	29866	30067	intergenic	
11	46470	47115	TSS	ostta11g00190
11	48242	48568	TSS	ostta11g00210
11	56036	56353	TSS	ostta11g00220
11	60961	61342	internal.gene.body	ostta11g00260
11	61649	63573	TSS	ostta11g00280
11	66604	67014	TSS	ostta11g00300
11	70783	71577	TSS	ostta11g00320
11	73012	73406	TSS	ostta11g00330
11	74252	75746	gene.body	ostta11g00350
11	77119	78114	TSS	ostta11g00370
11	78720	79587	gene.body	ostta11g00380
11	88730	89836	TSS	ostta11g00430
11	93405	94001	TSS	ostta11g00440
11	94747	94994	internal.gene.body	ostta11g00450
11	100484	100855	TSS	ostta11g00460
11	101693	102571	TSS	ostta11g00470
11	104385	105023	TSS	ostta11g00490
11	105464	105960	TSS	ostta11g00500
11	108328	108649	internal.gene.body	ostta11g00520
11	110071	111024	TSS	ostta11g00540
11	113162	113892	TSS	ostta11g00560
11	117760	118085	internal.gene.body	ostta11g00580
11	120626	121103	internal.gene.body	ostta11g00600
11	121424	121897	TSS	ostta11g00605
11	123171	123889	TSS	ostta11g00620
11	127876	128579	TSS	ostta11g00640
11	129305	129615	TSS	ostta11g00650
11	131893	132487	TSS	ostta11g00670
11	136994	137868	TSS	ostta11g00690
11	139773	140120	TSS	ostta11g00710
11	140653	141151	TSS	ostta11g00720
11	145208	146320	TSS	ostta11g00750
11	147246	147457	TSS	ostta11g00760
11	148813	149434	TSS	ostta11g00770
11	151494	152219	TSS	ostta11g00780
11	152987	153292	TSS	ostta11g00790
11	155186	155462	internal.gene.body	ostta11g00800
11	157623	158973	TSS	ostta11g00820
11	165313	165628	TSS	ostta11g00840
11	168229	169106	TSS	ostta11g00860
11	169855	170751	TSS	ostta11g00880
11	171588	171900	intergenic	
11	173430	174597	TSS	ostta11g00900
11	178544	178825	TSS	ostta11g00910
11	179126	180159	gene.body	ostta11g00920
