logFC	AveExpr	t	P.Value	adj.P.Val	B
8:469213-469550	-0.547226681212658	4.61747573370334	-1.80691049169215	0.0942662220376414	0.690512602489654	-4.35114868779384
5:0-710	0.540505265340919	6.84216528839094	1.87732696936049	0.0833872411219329	0.690512602489654	-4.32465912810547
11:96064-96240	-0.539678175229521	4.30695014838948	-3.3441227985464	0.00536578857820149	0.60573769635413	-3.77845836024773
13:235158-235200	0.535020337601465	2.97373541682688	1.15243706207694	0.270156697151134	0.844622114297198	-4.57546524530065
11:85319-85837	-0.520285393522595	4.93325380720597	-1.56449662617637	0.142015839906362	0.741452058043256	-4.43973693340809
12:45362-45711	-0.517274113037137	4.64167825293062	-1.91135980979407	0.0785480702122684	0.690512602489654	-4.31176703278421
1:667413-667613	-0.511967736503043	3.74399690359993	-0.569720641753595	0.578703919802875	0.914544252691829	-4.71398581298632
15:134765-135024	-0.507531446586745	4.67979588875905	-2.35075615955563	0.0354066252894305	0.616420047581515	-4.14272925032392
10:87992-88712	-0.502008307418513	5.65912064291087	-2.74536226989078	0.0168497388307965	0.60573769635413	-3.9923910949836
10:360899-361102	-0.497697929858706	4.10311612618644	-1.50791722860179	0.155792739449142	0.757697506122244	-4.45965914638878
7:150433-150481	0.491566304989882	2.82191455506869	0.618145438455002	0.547293318008949	0.90444717342324	-4.70555697280848
13:206905-207210	-0.484580054818757	4.38664833890732	-1.21683327645656	0.245572389556222	0.819747750859741	-4.55588329037072
15:80914-81114	-0.478535585207156	4.23221407120309	-1.61518187975445	0.130576553742572	0.741395592571564	-4.42161795540159
10:97527-97872	0.478519799823303	6.69444166941232	3.20036658384226	0.0070641819594507	0.60573769635413	-3.82777290886394
15:373168-373660	-0.472248340333414	5.13455081007401	-3.98103009405781	0.00160537714433441	0.60573769635413	-3.57813307137862
16:261488-261636	0.464736238410081	3.58579003757266	0.825018776015492	0.424431016891561	0.888960242373856	-4.66280435474077
10:0-5626	0.462549419565427	9.81968662507795	3.23521744982264	0.00660837606551864	0.60573769635413	-3.81568752662074
2:1-943	0.462403975439194	8.06769739500105	1.13702732368369	0.276311724955951	0.844622114297198	-4.58004549299873
1:590073-590345	-0.458014873611878	4.25661123776008	-1.58703418465415	0.136826704896465	0.741452058043256	-4.43171049514358
1:1092931-1096037	0.455115664638244	10.2899558798267	2.83106138543511	0.0143131539486687	0.60573769635413	-3.96051123619824
16:422768-422984	-0.449405814249261	4.20959986298635	-1.81970723703093	0.0921989326982815	0.690512602489654	-4.34635504116803
11:183715-183900	-0.448396230430936	3.98956974398204	-1.57157806400753	0.14036742521385	0.741452058043256	-4.43722034276367
7:271662-272132	-0.447256251352375	5.32896442824161	-1.00986274692084	0.331222727019729	0.845603892654913	-4.61617116743763
2:402714-403565	0.44484008802822	6.60486492831438	2.80412999336817	0.0150668862268338	0.60573769635413	-3.97049149291595
14:309290-309524	-0.442828049090118	4.05108891276443	-0.568472357425439	0.579526039666039	0.914544252691829	-4.71419480616841
13:82690-82992	-0.440033112517064	4.41189158280149	-1.32556012966619	0.208098447827722	0.796333187431793	-4.5213132590505
15:510588-511330	0.438425966496112	7.38242589962331	1.46555749389414	0.166836626743507	0.759394301039413	-4.47434622124379
5:699142-699334	0.437027045085573	3.567218179707	1.03524938151466	0.319666662635651	0.845603892654913	-4.60920653770314
4:396190-396408	-0.436773555378266	4.15910515558609	-1.31701594439052	0.210865582760158	0.796333187431793	-4.52409414124849
14:269114-269555	-0.434976007716396	5.05615115563431	-1.92345381093461	0.0768909004201192	0.690512602489654	-4.307173254091
4:505548-505785	-0.434679656896549	4.36852829212986	-2.03417295342607	0.0631413018259458	0.661257024764729	-4.26486697630415
3:564211-564615	-0.433049929281261	4.53905253232043	-1.08519532452752	0.297799945563729	0.845603892654913	-4.59513817816352
2:115109-115820	-0.432432148287592	5.69618203163203	-1.73653789323975	0.106393715133138	0.697837038388779	-4.37732760653865
12:0-1476	0.430027245644997	8.32679156195567	3.00848203082357	0.0101990221504002	0.60573769635413	-3.89572733520738
5:352961-353221	0.429047520650798	4.40190886739647	1.13003134101216	0.279141210122843	0.844622114297198	-4.58211103391682
18:92765-93150	-0.428632470426959	4.72417906367238	-1.24926847693591	0.233872306343378	0.819049645365927	-4.54576126625861
4:138384-138751	-0.42683225107374	4.76138133118427	-1.72252207286266	0.108968502256141	0.69858055501211	-4.38250158728198
1:852226-852472	-0.426395732137306	4.40873250026102	-2.14031605134028	0.0521282017829992	0.627543242193536	-4.22400682707933
3:0-1071	0.424503703135505	7.99965618296373	1.14433879932729	0.273378102149996	0.844622114297198	-4.57787751495137
13:218333-218550	-0.417199959325864	4.48745693753616	-2.34567133384287	0.0357423997809183	0.616420047581515	-4.14469099089692
1:0-1529	0.416959679555948	7.66165548690923	2.02245840610703	0.0644807854484002	0.661257024764729	-4.26936149862436
6:734798-735031	-0.41671306970384	4.26214510897912	-1.09944043444026	0.291772877119536	0.845603892654913	-4.59103922623186
9:60372-60588	-0.415382578972305	4.2100537791389	-0.451173762995103	0.659393549663326	0.940002629558001	-4.73192830791124
7:0-2084	0.413755252288993	8.972917034535	2.30167250112005	0.0387772708813384	0.616420047581515	-4.16167673310356
5:436564-436656	0.413229316017653	3.01726596640981	0.760341358849832	0.460791831567539	0.893013505132876	-4.67730263700468
10:461452-462575	-0.411736439300776	7.40633744682534	-2.38492133969158	0.0332274126165269	0.60954827710245	-4.12955690667382
13:36-1905	0.408499414451335	9.34713479313176	1.500261999528	0.157741434011088	0.757697506122244	-4.46232836145746
11:83981-84395	-0.407283556078182	4.88872994902462	-1.38114726884038	0.190809625389586	0.776782073127063	-4.50297175144632
2:996721-998069	0.395383907474828	8.28318444999899	2.58138736416954	0.0229880568471274	0.60573769635413	-4.05427572447404
19:44788-45121	-0.395150844271202	4.64044001029546	-1.61033396408755	0.131635043166616	0.741452058043256	-4.42336145175084
2:1810-5629	0.393115810918708	9.56966054967786	2.24471975049775	0.0430701480147863	0.616420047581515	-4.18368131816675
11:374445-374453	-0.391201068191607	2.36889146774833	-1.92646390744467	0.0764834289953666	0.690512602489654	-4.30602894446445
13:493866-494168	-0.390870856457553	4.40711474823811	-1.55778476769887	0.143593559702802	0.741452058043256	-4.44211756668107
13:409968-410071	0.388629462987541	3.26400947094619	1.0761049126489	0.30169449908316	0.845603892654913	-4.59773408688382
4:695648-698998	0.388248241918467	9.1944021418453	2.37168226162061	0.0340562010881104	0.60954827710245	-4.1346593005272
14:298503-298785	-0.387301882911403	4.36584760065478	-1.46603927483897	0.166707401070258	0.759394301039413	-4.47418033477383
6:304574-304833	0.385069443322783	4.25681727901592	1.57569393388375	0.139416923909573	0.741452058043256	-4.435755376919
2:168655-168890	0.384075166776056	4.45637062953576	2.52933723310586	0.0253565946402146	0.60573769635413	-4.07412212381863
17:114528-115312	-0.382240114192975	5.70497212238279	-2.81582029070749	0.0147350253042684	0.60573769635413	-3.96615487019264
16:345708-346053	0.378312040085542	4.49453695859311	1.76624296168218	0.101114543007376	0.697837038388779	-4.36631658901176
14:310538-310706	-0.377705811252452	3.78449714752452	-0.970583487778209	0.34969361385925	0.854395435515901	-4.62669134990761
4:413550-414143	-0.373224673355507	5.70574058242812	-1.19428741996675	0.253972683287469	0.820168665295312	-4.56281854673803
2:534788-535082	-0.373123067372844	5.60705442196045	-1.39391460771671	0.187010217910129	0.776782073127063	-4.49870001476116
1:747605-747992	-0.372938130179049	4.82873533511821	-1.30423015504357	0.215061988733174	0.796333187431793	-4.5282358092813
14:303414-303482	-0.372133503748221	3.454349445213	-1.17985700712676	0.259465793484136	0.830290539149235	-4.56721299282054
3:926234-927254	-0.37062437645234	5.95156416179744	-1.54412193702283	0.146851733517569	0.741452058043256	-4.44694953888258
4:809848-810090	-0.370581155946759	4.37902037711966	-1.85145888713417	0.0872445213494977	0.690512602489654	-4.33442105143438
2:908873-909329	-0.369905129829371	5.09824111430892	-1.85040593055566	0.0874048932263061	0.690512602489654	-4.33481768403141
16:479659-479676	0.369775283406071	2.19228107313429	0.946812877581819	0.361221560577505	0.861060875778433	-4.63290302472771
2:757139-757388	-0.365005696185099	4.32397418038439	-1.4963739386529	0.158739060307275	0.757697506122244	-4.46368155683579
14:502800-502858	-0.364967358244539	2.49877908520496	-0.28926586534362	0.776997965727703	0.964171388729088	-4.74998608646665
16:225146-227374	0.362177301924708	8.59696462085971	2.90723260358823	0.0123768886101035	0.60573769635413	-3.93248550234055
9:209646-209856	0.360129614101691	4.27188363535572	1.91298843729455	0.0783230292960199	0.690512602489654	-4.31114877993095
2:882774-884499	-0.359989448983175	6.98452133089569	-3.09639666177273	0.0086197645618204	0.60573769635413	-3.86430354068171
3:305320-307187	0.356555792571841	8.90303946753248	1.89333733659851	0.0810779600953078	0.690512602489654	-4.31860082079553
5:698367-698848	0.35651764864775	4.98290981928509	1.33394861170134	0.205410491995652	0.796333187431793	-4.51857290631714
4:386702-387373	-0.354968903961685	5.38677928654355	-1.03017150223768	0.321954217331732	0.845603892654913	-4.61060981806981
11:556479-557415	0.35409160689163	6.14330981326984	2.2319730213635	0.0440906948165503	0.616420047581515	-4.18860713149687
3:248311-248693	-0.353468652436374	4.97454620110071	-1.38405596930871	0.189938476850426	0.776782073127063	-4.50200043769986
12:313892-334251	0.352300133775287	12.6680144930996	3.09336567419522	0.00866991878707692	0.60573769635413	-3.86537894782141
8:154850-154946	0.351512345393514	3.45130171679206	1.47493342490068	0.164336864463971	0.757697506122244	-4.47111303955416
7:492961-493238	-0.349706385856091	4.3668157230772	-2.47558330263715	0.0280498282198541	0.60573769635413	-4.09469999071784
16:417731-419294	-0.348418873064444	8.56090840542345	-1.43825632483588	0.174298250868238	0.772798800639993	-4.48370142778909
11:486774-486784	0.347543435681195	2.30909036464968	0.295437695485239	0.772385188515039	0.964171388729088	-4.74943831746902
1:980681-986077	0.34608655834319	11.4746304961934	2.42260259212074	0.0309728539492937	0.60954827710245	-4.11504997992461
1:142576-142851	-0.345899793801154	4.39954131727512	-1.29731433051752	0.217359762768829	0.796333187431793	-4.53046605811154
11:363873-364743	-0.344723745809694	5.84455650853115	-2.43734092514147	0.0301315698902602	0.60954827710245	-4.10938296346374
12:539849-542657	0.344689123302391	9.88084586253882	2.5456543108126	0.024589740256823	0.60573769635413	-4.06789155168213
8:675953-681471	0.344637787835847	10.467746912855	3.29878395253713	0.00585167663821228	0.60573769635413	-3.79385736800312
12:470316-470693	0.344194672209315	4.77895984200856	0.869053632511377	0.400778943436212	0.880865749163263	-4.65237520884696
13:69309-69798	-0.343841739565036	4.96013569766386	-1.31039270324785	0.213031041418307	0.796333187431793	-4.52624256297968
2:592067-593378	-0.343455456733269	6.46476503672521	-2.2720628455337	0.0409558091737944	0.616420047581515	-4.17311544292755
13:210632-212290	0.343253673855435	7.34484109731018	2.52259570021544	0.0256801360478007	0.60573769635413	-4.07669859820233
16:128723-128976	-0.342423413480271	4.24813144548591	-0.987776071718388	0.341520345507581	0.854395435515901	-4.62212542264942
11:543276-543638	-0.341853719635834	4.56238012527998	-1.27756924118223	0.224028917841282	0.807421628806804	-4.53679436758219
1:843486-843947	-0.339605646145554	5.14985436262876	-1.13818892551215	0.275844048718069	0.844622114297198	-4.57970169067157
5:629861-630900	0.339289467353852	6.43952113684553	2.75320976194269	0.0166001932134847	0.60573769635413	-3.98945744286057
17:108071-108358	0.339139014225672	4.537896163004	1.54334891640605	0.14703795355596	0.741452058043256	-4.44722235160115
1:746000-746217	-0.338984829362738	4.10428799102764	-1.34293300359007	0.202562994475106	0.795191532214544	-4.5156268548009
6:467358-468362	-0.336976311427706	6.1429032538321	-2.27953310808419	0.0403954867134882	0.616420047581515	-4.17022915269416
5:768761-776578	0.336915012874432	11.0486089771053	2.90727299788443	0.0123759338126952	0.60573769635413	-3.93247072211583
9:542355-542685	-0.335989073344781	4.73419981845367	-1.7712214005849	0.100252973182454	0.697837038388779	-4.36446539458339
11:305085-308153	0.334478068042188	9.10427901877006	2.75347680472594	0.016591765509289	0.60573769635413	-3.98935766274625
7:442950-443247	0.334039447888068	4.34568043083296	1.14569512242679	0.272836528551227	0.844622114297198	-4.57747430356889
1:214320-214801	0.331369412351845	5.32188768543547	1.4302765679986	0.176531211031595	0.772798800639993	-4.48641877877387
2:192236-212094	0.330841994050923	13.8658019577579	1.65486635644519	0.122186707539112	0.725754860426922	-4.40726727503706
11:540652-540857	-0.3308298955706	4.01473260417807	-1.16135897898656	0.266641492678218	0.838016119845829	-4.57279436254816
17:278863-279610	-0.330758342041848	5.5261206747217	-1.23418373129675	0.239257621086258	0.819049645365927	-4.55048967072107
1:914341-915916	-0.33005987052908	6.83290459903588	-1.94164928278907	0.0744577013825565	0.690512602489654	-4.30025050882215
9:701499-704724	0.328989838862759	9.37860024006531	3.09349783688444	0.00866772581003749	0.60573769635413	-3.86533204385214
16:269523-269742	-0.327892180679038	4.39436036615244	-2.13855539962607	0.0522952701827946	0.627543242193536	-4.22468613151855
3:327162-327387	0.327081099742357	4.39128444075253	1.69029486846458	0.115098910550414	0.710786254627116	-4.39434327760495
1:286248-286290	-0.326559559719124	-Inf	-1.76001395579187	0.104202910564014	0.697837038388779	-4.37187232754166
6:9154-10412	-0.325772549217618	6.43765730626157	-1.57512550225669	0.139547864159924	0.741452058043256	-4.43595779826261
10:185577-186111	-0.325367131239097	5.39042156120419	-1.80844886910611	0.0940155191009606	0.690512602489654	-4.35057292071015
8:295668-296835	-0.323520596424585	6.38438479224465	-2.17392377258234	0.0490334128758024	0.616420047581515	-4.21103369549178
16:525870-528281	0.322393645489811	9.9266424405691	2.17966748850035	0.0485220588716725	0.616420047581515	-4.20881549841562
3:214612-214709	0.320986613737483	3.45270584603509	0.884733352374331	0.392574901684565	0.878303169870552	-4.6485556426661
11:467838-469801	0.32089819205601	8.53301159398847	1.80758426171726	0.094156346828872	0.690512602489654	-4.35089653376416
10:146214-146603	-0.319882718307275	4.96101286836415	-1.75345519127334	0.103357915010465	0.697837038388779	-4.37106410059469
11:520224-522095	-0.319559283733566	6.93903972678456	-2.20359844804163	0.0464449734494608	0.616420047581515	-4.19957115001053
16:449451-449666	-0.319405641377181	4.24035569054794	-1.37722763776306	0.191988751028564	0.776782073127063	-4.5042788730003
5:644334-648890	0.319071994701796	10.3334802669585	2.49075301453477	0.0272630297802541	0.60573769635413	-4.08888512806936
4:938886-944948	0.318665342853107	10.9141778274326	2.45439390719499	0.0291855515055495	0.60573769635413	-4.10283153164047
6:251707-252153	-0.318485848430825	5.0290958597035	-1.33717072988709	0.204385553450546	0.796333187431793	-4.51751765391867
17:408500-411047	0.31837939077216	8.89154898469461	2.21495661483899	0.0454886937891876	0.616420047581515	-4.19518259490592
6:0-4254	0.317288947460453	9.62856337548659	2.53726158730472	0.0249813266214102	0.60573769635413	-4.07109527760685
6:321212-321506	-0.316655319179032	4.50135752586909	-0.975450604157591	0.347365805345802	0.854395435515901	-4.62540494912644
5:711130-711507	-0.316646793502787	4.69471210483291	-1.60398487438633	0.133032549689305	0.741452058043256	-4.42564156174476
14:55516-55528	0.316317681447815	1.87466663482448	0.408418840744645	0.68969877513228	0.948678765730977	-4.73743376777344
11:199018-200195	-0.315245503781159	6.35269237151495	-2.47782711584019	0.0279320858021876	0.60573769635413	-4.09383953393013
3:51726-51741	-0.311986386889365	2.33559469804227	-0.864035647956606	0.403428702537289	0.880865749163263	-4.65358593863547
16:424455-424917	-0.311392929414144	4.94854003491733	-1.42773821260571	0.177246500509158	0.772798800639993	-4.48728151920418
9:377290-381809	0.311254460401486	10.3903746077655	2.80277730127387	0.0151057576897802	0.60573769635413	-3.97099371942298
3:593694-593994	-0.309393728413022	4.59277118339276	-1.11853701940791	0.283837848918035	0.845603892654913	-4.58548565523147
14:0-2777	0.309215506410329	9.56499090215572	1.54212377934762	0.147333502106514	0.741452058043256	-4.44765459756364
10:216855-217620	-0.30916493059317	5.71138506993876	-1.02156344815294	0.325859388611398	0.845603892654913	-4.61297705343084
5:246424-246685	-0.306841448843149	4.23862737763126	-0.643081885913607	0.531493665506646	0.90222893985217	-4.70097510815934
2:249459-249731	-0.305170695298455	4.57390024160921	-1.21305778159733	0.246963699081358	0.819747750859741	-4.55705048856972
9:80622-85037	0.304557432702039	10.5380782516972	2.5559942170468	0.0241154698419665	0.60573769635413	-4.06394746714752
13:226175-233946	0.304555544550645	12.1045817435766	2.83480068181428	0.0142114822703338	0.60573769635413	-3.95912839326062
8:708663-709051	-0.302096321826715	4.65809515778836	-1.22229874986913	0.243569221311721	0.819049645365927	-4.55418952155144
3:112197-115595	0.301988939495788	10.1546673331811	2.8554165451555	0.0136635893246864	0.60573769635413	-3.95151717382714
6:761598-777626	0.301779843488523	13.3969084378907	1.99815808365255	0.0673433858510642	0.677282051987846	-4.27867249056746
7:174845-180974	0.301658266182868	10.7411522909712	2.8339257539018	0.0142352076361376	0.60573769635413	-3.95945189015421
4:389551-389611	-0.300914945370697	3.13946488542552	-0.934160349737893	0.367465412437949	0.866168472175166	-4.63616073033291
16:186687-193137	0.299930193093148	10.7291759165909	2.50406619180822	0.0265900972613478	0.60573769635413	-4.08378673024021
7:575377-576887	-0.299670833209992	7.16622768985324	-1.94205872611567	0.074403766734262	0.690512602489654	-4.3000945781536
2:1066400-1074072	0.299179408440681	10.7758263315365	2.58777455083203	0.0227126276511064	0.60573769635413	-4.05184628737065
9:634224-634616	-0.298932331898222	4.90065494614488	-1.05208964165829	0.31216555394281	0.845603892654913	-4.60451665009496
13:256808-257738	-0.298717940487103	6.18025761294837	-1.75667112261878	0.102789609426072	0.697837038388779	-4.36987120438246
2:746293-746650	-0.296680831806817	4.84902773078176	-1.74673392918529	0.104554700552053	0.697837038388779	-4.37355496807842
6:452910-458723	0.295960836086907	10.7065092638268	2.55028445113889	0.0243762586044304	0.60573769635413	-4.06612501208625
7:767599-770246	0.295530280848464	9.62095332682879	1.56703217138318	0.141423712999446	0.741452058043256	-4.43883642689392
1:251517-253313	0.295173023217205	8.26197945141667	2.17813282210521	0.0486581953893451	0.616420047581515	-4.20940820404128
8:711083-714111	0.294597537854491	10.4827348737855	2.63611589074853	0.0207295497801374	0.60573769635413	-4.03350514940925
6:792837-793602	-0.293921400486918	5.76194591038486	-1.56066568630875	0.142914523203226	0.741452058043256	-4.44109628576329
3:657870-658242	-0.293365430035525	4.77164739408895	-1.71014044213526	0.111288806824441	0.699529642896484	-4.38706040135237
4:690092-690347	-0.292854045535099	4.4093765056977	-1.22028559724095	0.244305568118326	0.819049645365927	-4.55481396869985
16:476783-477257	-0.292024363307192	5.05444013052105	-1.67811319782447	0.117494122342069	0.721359262751309	-4.39879849453178
3:988234-997348	0.29189991335649	12.7902721270626	2.20993629401856	0.0459090602515873	0.616420047581515	-4.19712239937347
16:487265-487483	-0.290315475443585	4.21346989147549	-0.707858718159962	0.491689266693132	0.893013505132876	-4.68832426559912
3:63951-67118	0.289930991931463	9.44920837372454	2.45700492026882	0.029043250143431	0.60573769635413	-4.10182898689175
2:171230-177767	0.289549632477595	10.1416268608683	1.89195773051843	0.0812746397696513	0.690512602489654	-4.31912333621526
10:538826-540897	0.289526706821692	8.60932995589412	2.12599628589052	0.0535016064805709	0.632221823569436	-4.22953060909594
6:783487-785239	0.289279380717495	9.49166847093014	1.24284453493342	0.236153815040052	0.819049645365927	-4.54777929241686
7:248978-249622	0.288936135076816	5.48323301916158	1.42935057749837	0.176791868671305	0.772798800639993	-4.48673359846897
18:343135-345706	0.288596353257638	9.04222104400966	1.84405040141507	0.0883785430474616	0.690512602489654	-4.33721047005731
2:1064641-1065753	-0.288543193073948	6.45715423873931	-2.54024702944744	0.0248413455757793	0.60573769635413	-4.06995541402126
14:300544-301177	-0.28762874437285	5.43645233747314	-0.953457469078915	0.357972545685663	0.861060875778433	-4.63117861935349
1:664718-665309	-0.287322530707582	5.42200044105302	-2.18177076245059	0.0483360635700648	0.616420047581515	-4.20800316237572
8:0-2184	0.287244627351388	8.49600138073424	1.87293923882471	0.0840304395644019	0.690512602489654	-4.32631729737478
10:361900-362297	-0.286749889960845	4.77335583380757	-0.812869686973862	0.431114672044052	0.888960242373856	-4.66560310158063
6:681510-681921	-0.285869079640701	4.864763079522	-1.04950308530061	0.31330916561169	0.845603892654913	-4.60524056676906
1:1001333-1001499	0.285681022813078	3.86096797883594	1.17164045312108	0.262634456853616	0.834249205942595	-4.56969939499103
3:338398-342715	0.285648157218189	10.4332322822725	1.96062289895495	0.0719955871178963	0.690512602489654	-4.29301797881465
12:80755-81646	-0.285475288928708	6.07754967234794	-1.34730719302766	0.201188345099647	0.794992052321836	-4.51418843520267
13:240299-242006	-0.285474660052145	7.05985850908501	-2.46642244013818	0.0285355173953356	0.60573769635413	-4.09821424303586
17:161311-161660	0.285393353353592	4.57891177764906	0.329741826593555	0.74691511422109	0.959540584692787	-4.74618836823949
18:0-3583	0.285115824998915	9.18422850891551	2.16098021289205	0.0502043557560386	0.623715290333844	-4.21603144121257
5:502485-503217	-0.285049266335174	5.83578247929346	-2.37227215475252	0.0340188558579806	0.60954827710245	-4.13443189900618
2:179860-180146	-0.284851555625305	5.14216109376667	-1.06748582281072	0.305422082084869	0.845603892654913	-4.60018100247459
10:7853-8057	-0.283694622706181	3.74914465316993	-0.479064540330853	0.639952352726616	0.936082313582374	-4.72805774099489
13:520298-520947	-0.282795373655032	5.41832720766645	-1.38290884482429	0.190281645288756	0.776782073127063	-4.5023836352301
4:0-3269	0.281963463084557	11.229882125755	1.66246077292141	0.120635962840313	0.725754860426922	-4.40450554441296
15:87250-87464	0.280179730960659	4.14966521779549	0.857401987124883	0.406949623448034	0.880865749163263	-4.65517776949135
1:665787-666999	-0.279424937869643	6.50823962194034	-1.88251102441274	0.0826330613464321	0.690512602489654	-4.32269881750597
1:755226-759794	0.278709846932035	10.9956826874236	2.47559843547994	0.0280490325358975	0.60573769635413	-4.09469418717256
10:24670-25814	-0.277263330195743	6.52424027958234	-1.89128771482437	0.0813703148982763	0.690512602489654	-4.31937706785876
4:497019-497363	0.275333258054674	4.586660039457	0.940852330959407	0.364153675794779	0.864148947504014	-4.63444195713741
3:410244-412842	0.27482828933954	9.96893660316367	2.39333851832522	0.0327105536674351	0.60954827710245	-4.12631428404374
6:429254-429439	-0.274739523777298	4.08689950240543	-1.03694565639711	0.318905160156199	0.845603892654913	-4.60873664172294
4:800150-800298	-0.27453398238242	3.87869937207261	-1.07997082421828	0.300033628817891	0.845603892654913	-4.59663201340016
8:716277-717457	0.273533834589733	7.31209559186195	0.93195892693463	0.368559437393169	0.866812396185271	-4.63672405458742
14:8931-25982	0.271737892189988	13.4717518979147	1.88266080836412	0.082611362904158	0.690512602489654	-4.32264215869812
11:393125-394225	-0.271201280970165	6.37331524585213	-1.81175652853823	0.093478508771495	0.690512602489654	-4.34933449317711
13:527392-527733	-0.270697018439709	4.65127024152326	-1.20918053994439	0.248398931048458	0.819747750859741	-4.55824671421721
15:280323-281805	-0.270288924904711	6.7554966909868	-1.23498393918829	0.238969502520568	0.819049645365927	-4.55023974806185
11:590760-595839	0.269843408835435	11.7445583485306	1.82780732128481	0.0909115269082812	0.690512602489654	-4.34331588527458
14:6748-7032	-0.269565492685424	4.49595434716219	-0.969776735488824	0.350080530696012	0.854395435515901	-4.62690410378267
1:249273-249458	-0.269169244974699	3.77370701849665	-0.836210856360381	0.418334216044133	0.882198202147867	-4.66019574683338
1:773737-774307	-0.266912891621555	5.56231216159946	-1.84357743774739	0.0884513895168701	0.690512602489654	-4.33738844961336
13:472308-472528	-0.266768751842788	3.93527148548768	-1.10274737142197	0.290386933770382	0.845603892654913	-4.59008230040057
18:161090-162572	0.266434987461917	7.56949391934805	1.38256369977364	0.190384997281619	0.776782073127063	-4.50249889704416
8:709456-709670	0.266191944630065	4.11218799823599	0.828079596722981	0.422757899472052	0.888960242373856	-4.66209382897911
1:375738-376162	0.265482592086711	4.92879295801959	0.979076478150267	0.34563884078284	0.854395435515901	-4.62444343121103
2:939420-939897	-0.264445900433006	5.0587957713027	-0.650469529113426	0.526863025348495	0.898816405117949	-4.69958660818371
13:471528-471893	-0.264121334614056	4.42089732036106	-0.934313921287973	0.367389177751925	0.866168472175166	-4.63612139406796
18:259206-259427	-0.263430719414878	4.1268901123143	-1.02318046615402	0.325123183330584	0.845603892654913	-4.6125334882025
2:158260-165902	0.263309521051074	11.090605906246	2.31637631249783	0.0377367702337113	0.616420047581515	-4.15599842334258
2:1005782-1006457	-0.263281615976813	5.47790794048729	-1.09565606364352	0.293365015913962	0.845603892654913	-4.59213183107854
10:571813-572081	0.262948997519927	4.33509336958983	1.26080420596332	0.22981926759618	0.819049645365927	-4.54212119080473
16:478340-478561	-0.262850832135736	4.18420178717944	-1.03274101429935	0.320795175195206	0.845603892654913	-4.60990036243332
7:682142-689693	0.262781241431322	10.9986633262998	2.5802084736607	0.0230392463867357	0.60573769635413	-4.05472427709921
8:562618-563002	-0.262261393642818	4.73416745631758	-1.0116401942914	0.330403887579404	0.845603892654913	-4.61568771318596
11:440785-443297	0.261771208545289	8.8345309183233	2.04767430973454	0.0616294425847881	0.661257024764729	-4.2596825015999
8:74018-74287	-0.260610669791443	4.14580002536822	-1.29903236328673	0.216787110099021	0.796333187431793	-4.52991267731632
9:582337-583013	0.260100582520347	5.56833963628781	0.836588303775661	0.418129615479309	0.882198202147867	-4.66010726870879
9:251596-252026	-0.259800202267212	5.02785007509586	-1.54180552702921	0.147410359518198	0.741452058043256	-4.44776685610303
8:324976-327557	0.258902213035096	9.48479002251032	2.21245974400371	0.045697308848252	0.616420047581515	-4.19614737272433
