chr	start	end	peak.annotation	target.genes
12	2878	3773	TSS	ostta12g00040,ostta12g00030
12	11335	12004	TSS	ostta12g00080
12	11310	12001	TSS	ostta12g00080
12	37412	38386	TSS	ostta12g00250,ostta12g00240
12	37486	38423	TSS	ostta12g00250,ostta12g00240
12	40658	41246	TSS	ostta12g00260
12	40681	41233	TSS	ostta12g00260
12	49863	50945	TSS	ostta12g00330,ostta12g00320
12	49902	50945	TSS	ostta12g00330,ostta12g00320
12	59688	60251	TSS	ostta12g00390
12	59692	60237	TSS	ostta12g00390
12	62551	62937	TSS	ostta12g00410,ostta12g00400
12	68142	69290	TSS	ostta12g00450,ostta12g00440
12	68124	69346	TSS	ostta12g00450,ostta12g00440
12	76742	77016	TSS	ostta12g00500
12	78037	79472	TSS	ostta12g00520
12	78038	79472	TSS	ostta12g00520
12	84306	85860	TSS	ostta12g00560,ostta12g00550
12	84273	85860	TSS	ostta12g00560,ostta12g00550
12	149455	149705	internal.gene.body	ostta12g00920
12	152794	152993	TSS	ostta12g00930
12	162500	163145	TSS	ostta12g01010
12	162070	163147	TSS	ostta12g01010,ostta12g01000
12	176886	177696	TSS	ostta12g01080
12	176890	177672	TSS	ostta12g01080
12	191505	192146	TSS	ostta12g01200
12	191304	192132	TSS	ostta12g01200,ostta12g01190
12	198758	199212	TSS	ostta12g01230
12	198859	199207	TSS	ostta12g01230
12	211621	212415	TSS	ostta12g01280
12	211664	212406	TSS	ostta12g01280
12	216905	217488	TSS	ostta12g01320
12	216379	217448	TSS	ostta12g01320,ostta12g01310
12	234058	234426	gene.body	ostta12g01450
12	279011	279958	TSS	ostta12g01760
12	279021	279921	TSS	ostta12g01760
12	280373	280609	intergenic	
12	298759	299805	gene.body	ostta12g01860
12	298747	299805	gene.body	ostta12g01860
12	305800	306342	TES	ostta12g01910
12	305804	306342	TES	ostta12g01910
12	310194	310912	TSS	ostta12g01930
12	310194	310450	internal.gene.body	ostta12g01930
12	339657	340094	TSS	ostta12g02020,ostta12g02010
12	339652	339902	TSS	ostta12g02010
12	358223	358758	TSS	ostta12g02130
12	358223	358752	TSS	ostta12g02130
12	359052	359721	intergenic	
12	359039	359738	intergenic	
12	366073	366717	TSS	ostta12g02170,ostta12g02160
12	366349	366707	TSS	ostta12g02170,ostta12g02160
12	368266	368500	TSS	ostta12g02180
12	368231	368518	TSS	ostta12g02180
12	369651	370202	TES	ostta12g02190
12	369644	370239	TSS	ostta12g02200
12	372626	372952	TSS	ostta12g02220
12	375324	376317	TSS	ostta12g02240
12	375707	376331	intergenic	
12	379504	379726	TSS	ostta12g02260
12	386915	387235	internal.gene.body	ostta12g02310
12	386885	387276	TSS	ostta12g02310
12	395825	396650	TSS	ostta12g02370,ostta12g02360
12	395851	396639	TSS	ostta12g02370,ostta12g02360
12	408460	409539	TSS	ostta12g02450
12	408455	409539	TSS	ostta12g02450
12	425856	426960	TSS	ostta12g02540,ostta12g02530
12	425807	426960	TSS	ostta12g02540,ostta12g02530
12	436232	436720	internal.gene.body	ostta12g02600
12	436232	436760	TSS	ostta12g02600
12	441233	441456	internal.gene.body	ostta12g02640
12	451292	451898	TSS	ostta12g02680
12	451371	451885	TSS	ostta12g02680
12	461098	461398	TSS	ostta12g02760
12	462473	463486	gene.body	ostta12g02770
12	462499	463482	gene.body	ostta12g02770
12	480288	481001	TSS	ostta12g02860,ostta12g02870
12	480305	481001	TSS	ostta12g02870
12	488740	489376	TSS	ostta12g02920
12	488737	489380	TSS	ostta12g02920
12	503766	504776	TSS	ostta12g03010,ostta12g03000
12	503687	504784	TSS	ostta12g03010,ostta12g03000
12	516967	517171	internal.gene.body	ostta12g03070
12	528927	530001	TSS	ostta12g03150,ostta12g03140
12	528984	530024	TSS	ostta12g03150,ostta12g03140
13	9840	10631	gene.body	ostta13g00070
13	9832	10626	gene.body	ostta13g00070
13	11017	11324	TSS	ostta13g00080
13	16437	16948	TSS	ostta13g00110
13	16454	16947	TSS	ostta13g00110
13	17285	17839	TSS	ostta13g00120
13	17293	17839	TSS	ostta13g00120
13	22858	23289	internal.gene.body	ostta13g00130
13	22852	23289	internal.gene.body	ostta13g00130
13	31183	32242	TSS	ostta13g00190,ostta13g00180
13	31355	32243	TSS	ostta13g00190,ostta13g00180
13	33180	33342	intergenic	
13	36601	37616	TSS	ostta13g00230
13	36638	37614	TSS	ostta13g00230
13	47664	48016	TSS	ostta13g00290
13	58320	58529	TSS	ostta13g00350
13	62590	62772	internal.gene.body	ostta13g00370
13	79996	80467	internal.gene.body	ostta13g00460
13	79996	80471	internal.gene.body	ostta13g00460
13	92155	92391	internal.gene.body	ostta13g00520
13	97690	98456	TSS	ostta13g00570,ostta13g00560
13	97675	98415	TSS	ostta13g00570,ostta13g00560
13	102307	102528	TSS	ostta13g00600
13	115533	115827	internal.gene.body	ostta13g00670
13	116455	116819	internal.gene.body	ostta13g00680
13	123944	124267	internal.gene.body	ostta13g00740
13	146970	147581	intergenic	
13	147001	147572	intergenic	
13	148974	149643	TSS	ostta13g00880
13	148985	149630	TSS	ostta13g00880
13	149990	150542	TSS	ostta13g00885
13	149995	150535	TSS	ostta13g00885
13	175360	175702	TSS	ostta13g01030
13	175360	175713	TSS	ostta13g01030
13	213099	214185	gene.body	ostta13g01250
13	213084	214181	gene.body	ostta13g01250
13	215645	215938	intergenic	
13	215645	215931	intergenic	
13	233660	233917	TSS	ostta13g01340
13	233659	233933	TSS	ostta13g01340
13	238181	238675	TSS	ostta13g01375
13	238178	238711	TSS	ostta13g01375
13	261051	261728	TSS	ostta13g01510
13	261048	261716	TSS	ostta13g01510
13	279456	279761	TES	ostta13g01620
13	279410	279765	TES	ostta13g01620
13	294323	294544	internal.gene.body	ostta13g01700
13	294351	294544	internal.gene.body	ostta13g01700
13	321596	321821	TSS	ostta13g01870
13	353217	353364	TSS	ostta13g02060
13	371916	372612	internal.gene.body	ostta13g02150
13	371918	372851	internal.gene.body	ostta13g02150
13	377054	377692	internal.gene.body	ostta13g02170
13	377061	377728	internal.gene.body	ostta13g02170
13	387304	388525	TSS	ostta13g02260,ostta13g02250
13	387718	388519	TSS	ostta13g02260
13	397620	398325	TSS	ostta13g02310
13	397403	398271	TSS	ostta13g02310,ostta13g02300
13	408040	408893	TSS	ostta13g02380
13	408040	408792	TSS	ostta13g02380
13	449816	450103	internal.gene.body	ostta13g02590
13	454428	454642	TSS	ostta13g02620,ostta13g02610
13	454428	454655	TSS	ostta13g02620,ostta13g02610
13	469738	470632	TSS	ostta13g02680,ostta13g02670
13	469756	470552	TSS	ostta13g02680,ostta13g02670
13	473112	473606	TSS	ostta13g02700
13	473125	473606	TSS	ostta13g02700
13	486118	487338	TSS	ostta13g02770,ostta13g02760
13	486138	487367	TSS	ostta13g02770,ostta13g02760
13	498728	499196	TSS	ostta13g02840
13	498598	499299	TSS	ostta13g02840,ostta13g02830
13	504811	505851	gene.body	ostta13g02880
13	504839	505808	TSS	ostta13g02880,ostta13g02870
13	530839	531090	internal.gene.body	ostta13g02970
13	530873	531073	internal.gene.body	ostta13g02970
13	538533	539195	TSS	ostta13g03020
13	538535	539183	TSS	ostta13g03020
13	539799	540639	gene.body	ostta13g03030
13	539813	540659	gene.body	ostta13g03030
13	546513	546724	TSS	ostta13g03070
14	855	1197	TSS	ostta14g00010
14	856	1221	TSS	ostta14g00010
14	33593	34383	TSS	ostta14g00110
14	33606	34383	TSS	ostta14g00110
14	36658	36819	internal.gene.body	ostta14g00130
14	36118	36819	TSS	ostta14g00130,ostta14g00120
14	37783	39279	TSS	ostta14g00150,ostta14g00140
14	37892	39279	TSS	ostta14g00150,ostta14g00140
14	40910	41762	TSS	ostta14g00170,ostta14g00160
14	40910	41620	TSS	ostta14g00170,ostta14g00160
14	73911	74701	TSS	ostta14g00390,ostta14g00380
14	73911	74923	TSS	ostta14g00390,ostta14g00380
14	75496	76996	TSS	ostta14g00400
14	75415	76986	TSS	ostta14g00400
14	86133	86343	internal.gene.body	ostta14g00480
14	86133	86331	internal.gene.body	ostta14g00480
14	94584	94818	TES	ostta14g00530
14	94647	95173	TSS	ostta14g00540,ostta14g00530
14	101856	102422	TSS	ostta14g00590,ostta14g00580
14	101776	102422	TSS	ostta14g00590,ostta14g00580
14	105232	105980	TSS	ostta14g00620
14	105237	105970	TSS	ostta14g00620
14	112593	113275	TSS	ostta14g00660
14	112588	113275	TSS	ostta14g00660
14	134760	135095	internal.gene.body	ostta14g00790
14	136334	136546	TSS	ostta14g00795
14	150390	150409	internal.gene.body	ostta14g00880
14	150752	150826	internal.gene.body	ostta14g00890
14	150752	150809	internal.gene.body	ostta14g00890
14	174808	175764	TSS	ostta14g01040
14	174810	175719	TSS	ostta14g01040
14	181445	182169	TSS	ostta14g01060
14	181452	182172	TSS	ostta14g01060
14	183168	183649	TSS	ostta14g01075,ostta14g01070
14	183168	183672	TSS	ostta14g01075,ostta14g01070
14	193913	194331	TSS	ostta14g01140
14	193913	194332	TSS	ostta14g01140
14	209274	209912	TSS	ostta14g01220
14	209287	209901	TSS	ostta14g01220
14	214372	215267	gene.body	ostta14g01245
14	214393	215439	gene.body	ostta14g01245
14	252409	253630	TSS	ostta14g01430,ostta14g01420
14	252381	253641	TSS	ostta14g01430,ostta14g01420
14	277753	278272	TSS	ostta14g01520
14	277768	278263	TSS	ostta14g01520
14	284333	284569	intergenic	
14	284293	284561	intergenic	
14	293188	294133	TSS	ostta14g01620,ostta14g01610
14	293156	294114	TSS	ostta14g01620,ostta14g01610
14	313055	313376	TSS	ostta14g01695
14	313024	313412	TSS	ostta14g01695
14	337557	338577	TSS	ostta14g01860,ostta14g01850
14	337619	338568	TSS	ostta14g01860,ostta14g01850
14	348672	349712	TSS	ostta14g01910,ostta14g01900
14	348672	349637	TSS	ostta14g01910,ostta14g01900
14	354414	355102	TSS	ostta14g01940
14	354416	355014	TSS	ostta14g01940
14	360347	360955	TSS	ostta14g01990
14	360362	360997	TSS	ostta14g01990
14	390155	390376	internal.gene.body	ostta14g02170
14	390140	390354	internal.gene.body	ostta14g02170
14	396008	396793	TSS	ostta14g02190
14	395973	396800	TSS	ostta14g02190
14	413970	415160	TSS	ostta14g02310,ostta14g02300
14	414023	415150	TSS	ostta14g02310,ostta14g02300
14	428315	428947	TSS	ostta14g02400,ostta14g02390
14	428325	428951	TSS	ostta14g02400,ostta14g02390
14	435897	436943	gene.body	ostta14g02450
14	435885	437200	gene.body	ostta14g02450
14	437800	438321	TSS	ostta14g02470,ostta14g02460
14	437822	438321	TSS	ostta14g02470,ostta14g02460
14	450629	451257	TSS	ostta14g02530
14	450656	451257	TSS	ostta14g02530
14	453885	454661	TSS	ostta14g02550
14	453887	454784	TSS	ostta14g02560,ostta14g02550
14	455842	456046	internal.gene.body	ostta14g02570
14	456368	457061	TSS	ostta14g02580
14	456377	457074	TSS	ostta14g02580
14	465419	466119	TSS	ostta14g02630
14	465412	466121	TSS	ostta14g02630
14	472074	472304	internal.gene.body	ostta14g02660
14	472798	473024	internal.gene.body	ostta14g02670
14	472765	473024	TSS	ostta14g02670
14	474112	474360	TSS	ostta14g02680
14	474073	474526	TSS	ostta14g02680
14	491155	491855	TSS	ostta14g02770
14	491185	491848	TSS	ostta14g02770
14	541296	541847	intergenic	
14	542302	543030	TSS	ostta14g03060
14	542314	543007	TSS	ostta14g03060
15	7374	8283	gene.body	ostta15g00045
15	7330	8278	gene.body	ostta15g00045
15	39524	40248	TSS	ostta15g00250
15	39113	40248	TSS	ostta15g00250,ostta15g00240
15	61647	62507	TSS	ostta15g00350
15	61638	62490	TSS	ostta15g00350
15	72431	72784	internal.gene.body	ostta15g00405
15	72419	72850	TSS	ostta15g00405
15	93470	94394	TSS	ostta15g00500,ostta15g00490
15	93482	94399	TSS	ostta15g00500,ostta15g00490
15	96832	97073	internal.gene.body	ostta15g00530
15	96825	97066	internal.gene.body	ostta15g00530
15	98272	99170	internal.gene.body	ostta15g00540
15	98272	99118	internal.gene.body	ostta15g00540
15	101520	101722	internal.gene.body	ostta15g00570
15	119078	119817	TSS	ostta15g00640
15	119122	119830	TSS	ostta15g00640
15	126482	130318	TSS	ostta15g00700,ostta15g00690
15	126488	130313	TSS	ostta15g00700,ostta15g00690
15	131738	133346	TSS	ostta15g00710
15	131765	133345	TSS	ostta15g00710
15	142951	143220	TSS	ostta15g00790
15	142156	142417	internal.gene.body	ostta15g00770
15	151499	152209	internal.gene.body	ostta15g00840
15	151499	152208	internal.gene.body	ostta15g00840
15	163421	164006	TSS	ostta15g00920
15	163417	164039	TSS	ostta15g00920
15	165156	166126	TSS	ostta15g00930
15	165306	166124	TSS	ostta15g00930
15	170505	171068	TSS	ostta15g00955
15	170522	171027	TSS	ostta15g00955
15	172753	172972	internal.gene.body	ostta15g00960
15	190211	191081	TSS	ostta15g01090
15	190214	191052	TSS	ostta15g01090
15	200848	201365	TSS	ostta15g01150,ostta15g01140
15	200848	201390	TSS	ostta15g01150,ostta15g01140
15	204058	204852	TSS	ostta15g01160
15	204054	204835	TSS	ostta15g01160
15	205623	206667	TSS	ostta15g01180,ostta15g01170
15	205804	206648	TSS	ostta15g01180,ostta15g01170
15	291781	293181	TSS	ostta15g01640,ostta15g01630
15	291841	293042	TSS	ostta15g01640,ostta15g01630
15	297753	298665	TSS	ostta15g01700,ostta15g01690
15	297749	298659	TSS	ostta15g01700,ostta15g01690
15	315839	316544	TSS	ostta15g01770
15	315837	316551	TSS	ostta15g01770
15	322527	323259	TSS	ostta15g01830,ostta15g01820
15	322537	323197	TSS	ostta15g01830,ostta15g01820
15	336520	336769	internal.gene.body	ostta15g01930
15	339871	340814	TSS	ostta15g01950
15	339684	340814	TSS	ostta15g01950
15	347166	347989	TSS	ostta15g02010,ostta15g02000
15	347353	347972	TSS	ostta15g02010
15	365749	365769	internal.gene.body	ostta15g02140
15	372469	373166	TSS	ostta15g02200
15	372351	373204	TSS	ostta15g02200
15	379929	380240	TSS	ostta15g02235
15	387714	388894	TSS	ostta15g02290
15	387714	388902	TSS	ostta15g02290
15	392916	393825	TSS	ostta15g02325,ostta15g02320
15	392916	393828	TSS	ostta15g02325,ostta15g02320
15	401809	402545	gene.body	ostta15g02360
15	401806	402516	gene.body	ostta15g02360
15	405477	405969	internal.gene.body	ostta15g02370
15	415219	416032	TSS	ostta15g02430,ostta15g02420
15	415192	415947	TSS	ostta15g02430,ostta15g02420
15	446003	446239	intergenic	
15	447475	447687	internal.gene.body	ostta15g02555
15	452534	453157	TSS	ostta15g02590,ostta15g02580
15	452539	453178	TSS	ostta15g02590,ostta15g02580
15	462713	464106	TSS	ostta15g02670,ostta15g02660
15	462713	464106	TSS	ostta15g02670,ostta15g02660
15	465177	465606	TSS	ostta15g02680
15	465170	465606	TSS	ostta15g02680
15	470680	471286	TSS	ostta15g02710
15	470475	471295	TSS	ostta15g02710
15	475802	476019	TSS	ostta15g02740
15	477189	477786	TSS	ostta15g02750
15	477154	477789	TSS	ostta15g02750
15	478215	478387	internal.gene.body	ostta15g02760
15	497496	498284	gene.body	ostta15g02870
15	497486	498339	gene.body	ostta15g02870
15	505774	506086	internal.gene.body	ostta15g02910
16	11302	12070	gene.body	ostta16g00070
16	11324	12052	gene.body	ostta16g00070
16	18128	18923	TSS	ostta16g00140
16	18131	18922	TSS	ostta16g00140
16	32605	33309	TSS	ostta16g00220
16	32616	33305	TSS	ostta16g00220
16	47345	48216	TSS	ostta16g00330
16	47331	48526	TSS	ostta16g00340,ostta16g00330
16	53255	54458	TSS	ostta16g00390,ostta16g00380
16	53238	54473	TSS	ostta16g00390,ostta16g00380
16	58524	59295	gene.body	ostta16g00410
16	58546	59315	gene.body	ostta16g00410
16	65913	66383	TSS	ostta16g00450
16	65915	66388	TSS	ostta16g00450
16	81254	82998	gene.body	ostta16g00530
16	81230	83089	gene.body	ostta16g00530
16	114945	115441	TSS	ostta16g00740,ostta16g00730
16	116911	117230	internal.gene.body	ostta16g00750
16	119516	120451	gene.body	ostta16g00770
16	119502	119792	internal.gene.body	ostta16g00765
16	120181	120429	TSS	ostta16g00770
16	122907	123190	intergenic	
16	122912	123178	intergenic	
16	132759	133459	TSS	ostta16g00850,ostta16g00840
16	132759	133462	TSS	ostta16g00850,ostta16g00840
16	135371	136580	TSS	ostta16g00870,ostta16g00860
16	135296	136608	TSS	ostta16g00870,ostta16g00860
16	145924	146396	TSS	ostta16g00950
16	145923	146392	TSS	ostta16g00950
16	157382	157593	internal.gene.body	ostta16g01010
16	163912	165520	gene.body	ostta16g01060
16	163894	165525	gene.body	ostta16g01060
16	167958	168008	internal.gene.body	ostta16g01070
16	168331	168563	internal.gene.body	ostta16g01080
16	170488	170944	TSS	ostta16g01090
16	170482	170943	TSS	ostta16g01090
16	175745	176204	intergenic	
16	175768	176202	intergenic	
16	185007	185943	TSS	ostta16g01180,ostta16g01170
16	185017	185968	TSS	ostta16g01180,ostta16g01170
