ostta01g01000	AT1G78770.1	2.51e-114
ostta01g01020	AT5G52650.1	1.53e-42
ostta01g01030	AT1G70820.2	3.04e-162
ostta01g01040	AT3G58470.1	1.05e-04
ostta01g01050	AT1G51130.1	2.29e-17
ostta01g01060	AT1G32340.1	0.17
ostta01g01070	AT4G10360.3	5.03e-04
ostta01g01080	AT5G02850.1	3.61e-11
ostta01g01085	AT1G08600.1	1.4
ostta01g01090	AT2G26810.2	2.27e-11
ostta01g01100	AT1G01260.3	3.0
ostta01g01110	AT4G23470.2	0.037
ostta01g01120	AT1G30130.3	9.15e-51
ostta01g01130	AT5G18630.2	3.24e-27
ostta01g01140	AT4G14147.3	1.74e-52
ostta01g01150	AT1G02960.2	0.009
ostta01g01160	AT5G63290.1	2.18e-116
ostta01g01170	AT4G39680.2	2.54e-04
ostta01g01180	AT5G23240.1	2.77e-46
ostta01g01190	AT4G14145.1	3.47e-04
ostta01g01200	AT1G72020.1	1.23e-10
ostta01g01210	AT4G31720.3	5.65e-20
ostta01g01220	AT2G31890.1	1.12e-07
ostta01g01230	AT3G07630.3	2.15e-113
ostta01g01240	AT2G15680.1	0.92
ostta01g01250	AT3G28925.1	0.50
ostta01g01260	AT1G71500.1	2.3
ostta01g01270	AT2G31970.1	0.0
ostta01g01280	AT5G61670.2	0.27
ostta01g01290	AT1G62780.1	1.49e-15
ostta01g01295	AT4G14870.1	4.35e-15
ostta01g01300	AT1G53590.1	2.5
ostta01g01310	AT1G03740.1	4.3
ostta01g01320	AT5G02270.1	1.07e-103
ostta01g01330	AT1G78220.1	2.0
ostta01g01340	AT4G03560.1	7.44e-10
ostta01g01340	AT4G03560.1	1.03e-04
ostta01g01340	AT4G03560.1	0.003
ostta01g01340	AT4G03560.1	3.3
ostta01g01350	AT4G38170.1	0.079
ostta01g01370	AT5G19680.1	5.82e-08
ostta01g01370	AT5G19680.1	3.10e-06
ostta01g01370	AT5G19680.1	3.90e-05
ostta01g01370	AT5G19680.1	8.50e-04
ostta01g01370	AT5G19680.1	0.002
ostta01g01370	AT5G19680.1	0.53
ostta01g01380	AT1G51610.1	4.30e-88
ostta01g01390	AT1G04160.2	0.57
ostta01g01390	AT1G04160.2	4.7
ostta01g01400	AT5G10690.2	1.5
ostta01g01410	AT5G54130.2	1.40e-77
ostta01g01420	AT2G39670.1	9.93e-137
ostta01g01430	AT4G31180.2	2.7
ostta01g01440	AT2G35610.1	8.83e-14
ostta01g01440	AT2G35610.1	1.99e-09
ostta01g01450	AT5G13280.1	3.72e-175
ostta01g01460	AT1G25350.1	1.59e-166
ostta01g01470	AT2G37410.2	4.85e-57
ostta01g01480	AT4G11370.1	4.31e-04
ostta01g01490	AT2G40930.2	3.79e-20
ostta01g01490	AT2G40930.2	0.099
ostta01g01490	AT2G40930.2	0.53
ostta01g01500	AT2G36530.1	0.0
ostta01g01510	AT2G45790.1	3.48e-119
ostta01g01520	AT5G43680.2	4.81e-04
ostta01g01530	AT1G71220.3	0.0
ostta01g01540	AT5G13940.2	3.6
ostta01g01550	AT5G04430.1	5.27e-71
ostta01g01550	AT5G04430.1	1.00e-07
ostta01g01560	AT1G42970.1	0.0
ostta01g01570	AT1G22180.4	1.93e-19
ostta01g01580	AT1G03760.1	4.96e-04
ostta01g01590	AT1G75330.1	5.54e-153
ostta01g01600	AT5G57870.2	4.70e-30
ostta01g01610	AT1G49350.1	1.34e-19
ostta01g01620	AT4G29090.1	5.8
ostta01g01630	AT3G54870.1	0.89
ostta01g01640	AT5G04250.2	1.29e-24
ostta01g01650	AT1G61390.1	0.51
ostta01g01660	AT5G63600.1	0.79
ostta01g01670	AT1G03330.1	4.57e-52
ostta01g01680	AT4G13730.3	2.29e-74
ostta01g01690	AT5G13410.1	3.34e-64
ostta01g01700	AT3G04610.4	6.05e-18
ostta01g01700	AT3G04610.4	0.19
ostta01g01710	AT2G32640.1	8.73e-152
ostta01g01720	AT4G21710.1	0.0
ostta01g01730	AT3G25700.2	0.75
ostta01g01740	AT2G28450.2	7.00e-04
ostta01g01740	AT2G28450.2	0.17
ostta01g01750	AT4G38890.1	1.53e-150
ostta01g01750	AT4G38890.1	1.62e-12
ostta01g01760	AT1G10520.2	4.2
ostta01g01770	AT1G75340.1	2.77e-08
ostta01g01780	AT2G41860.1	1.53e-51
ostta01g01790	AT5G46840.2	3.85e-43
ostta01g01800	AT5G28750.1	3.12e-26
ostta01g01810	AT1G73320.1	2.07e-13
ostta01g01820	AT4G28030.1	9.88e-08
ostta01g01830	AT3G08530.1	0.0
ostta01g01850	AT3G63520.1	7.97e-37
ostta01g01855	AT4G32770.1	7.28e-68
ostta01g01860	AT3G21300.1	1.44e-91
ostta01g01870	AT5G58730.1	1.9
ostta01g01880	AT3G48210.1	2.26e-09
ostta01g01890	AT5G38840.1	4.54e-60
ostta01g01900	AT1G70505.2	0.41
ostta01g01910	AT3G54460.2	0.67
ostta01g01920	AT2G40270.1	0.001
ostta01g01930	AT2G44850.3	1.7
ostta01g01940	AT3G07670.2	2.03e-06
ostta01g01950	AT1G07360.1	3.35e-05
ostta01g01960	AT3G45560.1	0.14
ostta01g01970	AT3G58490.2	4.9
ostta01g01980	AT1G09795.1	3.18e-144
ostta01g01990	AT1G05620.1	6.08e-17
ostta01g02000	AT1G54130.1	0.94
ostta01g02010	AT1G43900.1	1.98e-40
ostta01g02020	AT5G10190.1	8.74e-05
ostta01g02030	AT1G79280.1	0.16
ostta01g02040	AT3G18890.1	6.1
ostta01g02050	AT1G22200.1	1.09e-97
ostta01g02060	AT5G13940.2	0.26
ostta01g02070	AT5G02390.2	1.3
ostta01g02080	AT1G14345.1	8.86e-23
ostta01g02090	AT2G20330.1	1.8
ostta01g02100	AT5G06210.1	0.001
ostta01g02110	AT2G35610.1	0.006
ostta01g02120	AT1G18340.1	1.91e-48
ostta01g02130	AT2G23840.1	2.03e-41
ostta01g02140	AT1G35860.1	0.40
ostta01g02150	AT5G13800.3	0.013
ostta01g02160	AT1G71840.1	1.21e-04
ostta01g02160	AT1G71840.1	0.11
ostta01g02160	AT1G71840.1	2.4
ostta01g02170	AT5G23140.1	1.39e-92
ostta01g02180	AT4G35470.2	1.14e-15
ostta01g02180	AT4G35470.2	8.10e-11
ostta01g02180	AT4G35470.2	1.18e-09
ostta01g02190	AT1G65020.1	0.93
ostta01g02200	AT5G10710.2	3.5
ostta01g02210	AT5G23860.2	0.0
ostta01g02220	AT1G24360.1	7.07e-106
ostta01g02230	AT1G67120.1	0.33
ostta01g02240	AT3G15180.1	0.033
ostta01g02250	AT5G49530.1	1.58e-21
ostta01g02250	AT5G49530.1	0.006
ostta01g02260	AT4G22000.1	0.044
ostta01g02270	AT1G13180.1	0.0
ostta01g02280	AT4G16535.1	2.73e-06
ostta01g02290	AT1G33420.1	5.18e-06
ostta01g02300	AT2G31890.1	1.52e-14
ostta01g02310	AT1G68100.1	1.7
ostta01g02320	AT5G45590.1	4.60e-06
ostta01g02330	AT4G28020.1	4.33e-76
ostta01g02340	AT3G30390.3	2.98e-13
ostta01g02350	AT4G00800.1	2.74e-76
ostta01g02360	AT1G48950.1	0.74
ostta01g02370	AT1G48550.1	1.09e-35
ostta01g02380	AT5G46030.3	2.55e-23
ostta01g02390	AT1G69740.3	8.33e-151
ostta01g02400	AT5G59850.1	3.33e-76
ostta01g02410	AT4G38740.1	1.80e-27
ostta01g02420	AT1G27770.2	4.2
ostta01g02430	AT5G61460.1	0.002
ostta01g02440	AT1G78580.4	0.0
ostta01g02450	AT1G80770.3	6.25e-93
ostta01g02460	AT2G30170.1	2.02e-52
ostta01g02470	AT3G05290.1	4.87e-57
ostta01g02480	AT1G14810.1	1.73e-160
ostta01g02490	AT1G52360.4	0.0
ostta01g02500	AT1G55140.1	1.71e-15
ostta01g02510	AT5G47730.4	1.86e-18
ostta01g02520	AT5G23880.1	2.71e-177
ostta01g02530	AT1G55830.2	1.32e-21
ostta01g02560	AT3G17740.1	4.59e-61
ostta01g02570	AT4G09150.2	4.8
ostta01g02580	AT5G44635.1	0.0
ostta01g02590	AT5G06970.1	6.54e-37
ostta01g02600	AT4G39210.2	1.2
ostta01g02610	AT2G40550.1	8.36e-91
ostta01g02615	AT3G54826.1	5.71e-22
ostta01g02617	AT3G10140.1	1.1
ostta01g02620	AT1G05730.1	2.38e-07
ostta01g02630	AT3G07180.1	8.12e-45
ostta01g02640	AT3G15450.2	0.001
ostta01g02650	AT4G16760.1	6.76e-171
ostta01g02660	AT5G45170.1	7.08e-15
ostta01g02670	AT5G50360.1	9.2
ostta01g02680	AT1G14650.3	1.51e-124
ostta01g02690	AT3G07370.1	1.11e-70
ostta01g02700	AT2G25610.2	7.52e-74
ostta01g02710	AT5G11640.1	5.80e-30
ostta01g02720	AT1G03350.1	4.35e-20
ostta01g02730	AT2G35840.4	2.76e-27
ostta01g02740	AT4G22220.1	1.91e-69
ostta01g02750	AT1G05790.2	4.18e-09
ostta01g02760	AT5G54670.2	7.47e-04
ostta01g02770	AT2G22570.1	0.25
ostta01g02780	AT4G19910.1	2.05e-06
ostta01g02800	AT4G27980.3	0.27
ostta01g02810	AT2G05940.1	2.9
ostta01g02820	AT1G76370.1	7.9
ostta01g02825	AT5G46870.2	1.26e-12
ostta01g02830	AT3G46220.2	2.69e-22
ostta01g02840	AT1G79280.2	0.025
ostta01g02845	AT5G22130.3	6.05e-100
ostta01g02847	AT1G09640.1	0.002
ostta01g02850	AT1G78290.3	6.72e-112
ostta01g02860	AT1G07150.2	7.4
ostta01g02870	AT5G04900.1	1.27e-70
ostta01g02880	AT1G77620.1	0.12
ostta01g02890	AT4G06599.1	1.26e-93
ostta01g02895	AT4G15520.1	4.23e-65
ostta01g02910	AT1G21610.1	6.58e-10
ostta01g02920	AT3G01770.2	7.58e-22
ostta01g02930	AT3G46960.3	0.0
ostta01g02940	AT4G13670.1	0.002
ostta01g02940	AT4G13670.1	3.2
ostta01g02950	AT3G26500.1	6.96e-04
ostta01g02950	AT3G26500.1	0.012
ostta01g02950	AT3G26500.1	0.026
ostta01g02950	AT3G26500.1	9.8
ostta01g02950	AT3G26500.1	10.0
ostta01g02960	AT1G18440.1	6.60e-52
ostta01g02970	AT3G10070.1	1.77e-22
ostta01g02980	AT1G78190.1	1.32e-48
ostta01g02990	AT1G32850.1	7.83e-154
ostta01g03000	AT5G63580.2	0.97
ostta01g03010	AT5G40840.6	0.14
ostta01g03020	AT4G16800.1	2.88e-13
ostta01g03030	AT5G06580.1	1.49e-19
ostta01g03040	AT2G01140.1	4.00e-168
ostta01g03050	AT5G04360.2	0.0
ostta01g03060	AT2G32520.1	2.45e-53
ostta01g03070	AT3G12050.1	1.18e-94
ostta01g03080	AT3G24506.1	0.11
ostta01g03090	AT1G11780.1	2.25e-68
ostta01g03100	AT3G62310.1	0.0
ostta01g03110	AT4G31300.3	2.49e-64
ostta01g03120	AT4G36940.1	0.0
ostta01g03130	AT4G21070.1	3.11e-06
ostta01g03140	AT1G80230.1	6.96e-07
ostta01g03150	AT3G60770.1	2.30e-80
ostta01g03160	AT5G49880.1	3.66e-23
ostta01g03170	AT3G63540.1	2.57e-15
ostta01g03180	AT5G49970.1	1.09e-30
ostta01g03190	AT1G13950.1	2.89e-67
ostta01g03200	AT1G56500.3	1.89e-13
ostta01g03200	AT1G56500.3	8.29e-06
ostta01g03200	AT1G56500.3	3.68e-05
ostta01g03200	AT1G56500.3	0.012
ostta01g03200	AT1G56500.3	2.4
ostta01g03210	AT1G27970.1	3.18e-33
ostta01g03220	AT1G68310.2	1.26e-53
ostta01g03230	AT2G28605.1	1.60e-19
ostta01g03240	AT5G09390.2	1.16e-26
ostta01g03250	AT4G32060.1	3.38e-69
ostta01g03260	AT5G12290.4	4.95e-35
ostta01g03270	AT3G20810.1	1.03e-05
ostta01g03280	AT1G36180.1	0.0
ostta01g03290	AT5G08720.1	6.20e-33
ostta01g03290	AT5G08720.1	0.013
ostta01g03300	AT1G71500.1	7.84e-04
ostta01g03310	AT3G51850.1	0.016
ostta01g03320	AT3G13772.1	0.0
ostta01g03330	AT5G18900.1	5.61e-89
ostta01g03340	AT2G26990.1	0.0
ostta01g03350	AT2G22120.1	1.37e-06
ostta01g03360	AT5G39600.1	7.82e-15
ostta01g03370	AT2G46420.2	3.06e-24
ostta01g03380	AT4G25180.1	6.49e-10
ostta01g03390	AT2G40490.1	1.41e-122
ostta01g03400	AT1G55535.1	5.92e-08
ostta01g03410	AT5G37530.2	8.31e-119
ostta01g03420	AT1G15690.1	3.55e-165
ostta01g03430	AT5G51040.1	4.20e-29
ostta01g03440	AT5G20070.1	1.33e-19
ostta01g03450	AT3G08920.1	7.81e-07
ostta01g03460	AT4G24730.2	1.46e-31
ostta01g03470	AT3G06290.2	4.51e-62
ostta01g03470	AT3G06290.2	5.50e-05
ostta01g03480	AT1G63980.2	3.82e-23
ostta01g03490	AT2G38560.1	1.63e-07
ostta01g03495	AT1G34065.1	5.89e-82
ostta01g03495	AT1G34065.1	6.60e-08
ostta01g03495	AT1G34065.1	2.33e-06
ostta01g03495	AT1G34065.1	4.8
ostta01g03500	AT1G09300.1	2.77e-84
ostta01g03510	AT1G51760.1	0.17
ostta01g03520	AT1G64030.1	0.88
ostta01g03530	AT4G39460.3	9.69e-27
ostta01g03540	AT5G24650.1	2.67e-44
ostta01g03550	AT2G35020.1	2.1
ostta01g03560	AT2G41520.3	1.47e-41
ostta01g03570	AT1G80930.1	0.0
ostta01g03580	AT5G10800.3	3.70e-47
ostta01g03590	AT5G22820.3	0.65
ostta01g03600	AT3G12670.1	0.0
ostta01g03610	AT3G01310.2	5.9
ostta01g03620	AT5G43830.1	1.21e-04
ostta01g03630	AT1G10390.3	2.57e-36
ostta01g03630	AT1G10390.3	3.23e-07
ostta01g03630	AT1G10390.3	0.011
ostta01g03640	AT4G08390.5	7.81e-83
ostta01g03650	AT4G23420.4	2.78e-15
ostta01g03660	AT3G01720.1	1.98e-63
ostta01g03660	AT3G01720.1	4.46e-63
ostta01g03670	AT2G24740.1	0.63
ostta01g03680	AT5G60590.2	3.56e-58
ostta01g03690	AT4G39820.1	0.65
ostta01g03700	AT3G24495.1	2.1
ostta01g03710	AT5G46840.1	4.9
ostta01g03720	AT1G20910.2	6.02e-08
ostta01g03730	AT1G36370.1	3.0
ostta01g03740	AT2G44870.1	0.001
ostta01g03750	AT5G58740.1	4.50e-06
ostta01g03760	AT5G03340.1	0.0
ostta01g03770	AT2G33040.1	1.11e-89
ostta01g03780	AT5G08630.3	4.33e-05
ostta01g03790	AT4G33650.1	0.0
ostta01g03800	AT1G71440.1	1.70e-78
ostta01g03810	AT2G40690.3	2.47e-82
ostta01g03820	AT4G16515.1	3.1
ostta01g03830	AT5G41840.1	4.2
ostta01g03840	AT4G11830.1	1.2
ostta01g03850	AT1G80920.1	1.81e-09
ostta01g03860	AT4G03115.1	2.52e-54
ostta01g03860	AT4G03115.1	2.00e-08
ostta01g03870	AT2G41450.1	6.0
ostta01g03880	AT5G11260.1	5.83e-21
ostta01g03890	AT5G10980.1	1.53e-44
ostta01g03900	AT2G40650.1	9.37e-86
ostta01g03910	AT3G43810.1	2.62e-96
ostta01g03920	AT1G67700.5	2.25e-19
ostta01g03930	AT5G05490.2	2.04e-14
ostta01g03940	AT1G29990.1	3.20e-26
ostta01g03950	AT5G55580.2	5.18e-47
ostta01g03960	AT1G53800.1	2.46e-12
ostta01g03970	AT1G10450.2	4.62e-125
ostta01g03970	AT1G10450.2	1.21e-46
ostta01g03980	AT1G15215.1	0.31
ostta01g03990	AT1G20810.1	4.48e-17
ostta01g03990	AT1G20810.1	9.33e-08
ostta01g04000	AT1G25290.2	2.42e-05
ostta01g04010	AT2G28450.1	1.19e-101
ostta01g04020	AT4G05040.7	0.95
ostta01g04030	ATCG01310.1	1.40e-76
ostta01g04040	AT5G20490.1	0.059
ostta01g04050	AT1G08680.4	1.2
ostta01g04060	AT2G30000.1	6.53e-67
ostta01g04070	AT2G47410.6	1.78e-38
ostta01g04070	AT2G47410.6	1.81e-20
ostta01g04070	AT2G47410.6	0.053
ostta01g04070	AT2G47410.6	1.5
ostta01g04080	AT1G57600.4	0.31
ostta01g04090	AT5G15802.1	0.72
ostta01g04100	AT1G21650.2	0.0
ostta01g04100	AT1G21650.2	1.45e-11
ostta01g04110	AT5G23080.1	4.25e-44
ostta01g04120	AT1G67120.2	0.0
ostta01g04120	AT1G67120.2	0.0
ostta01g04120	AT1G67120.2	1.24e-144
ostta01g04120	AT1G67120.2	2.20e-93
ostta01g04120	AT1G67120.2	2.54e-49
ostta01g04120	AT1G67120.2	5.26e-34
ostta01g04120	AT1G67120.2	6.60e-34
ostta01g04120	AT1G67120.2	1.81e-30
ostta01g04120	AT1G67120.2	3.25e-24
ostta01g04120	AT1G67120.2	2.22e-16
ostta01g04120	AT1G67120.2	9.76e-16
ostta01g04120	AT1G67120.2	1.10e-10
ostta01g04120	AT1G67120.2	3.79e-06
ostta01g04120	AT1G67120.2	1.23e-05
ostta01g04120	AT1G67120.2	0.007
ostta01g04120	AT1G67120.2	0.009
ostta01g04120	AT1G67120.2	0.061
ostta01g04120	AT1G67120.2	0.53
ostta01g04120	AT1G67120.2	1.5
ostta01g04130	AT1G17520.2	4.05e-11
ostta01g04140	AT4G01150.1	0.001
ostta01g04150	AT5G64050.1	0.0
ostta01g04160	AT5G16060.1	6.31e-14
ostta01g04170	AT1G73060.1	1.79e-90
ostta01g04180	AT5G49630.1	6.9
ostta01g04190	AT4G01860.2	3.82e-46
ostta01g04190	AT4G01860.2	3.52e-12
ostta01g04190	AT4G01860.2	0.91
ostta01g04200	AT5G60460.2	4.79e-16
ostta01g04210	AT3G22845.1	5.30e-05
ostta01g04230	AT1G44170.2	3.29e-93
ostta01g04240	AT3G06670.2	2.6
ostta01g04250	AT5G57300.4	1.54e-95
ostta01g04260	AT5G52280.1	0.51
ostta01g04270	AT5G10270.1	2.64e-170
ostta01g04275	AT1G51160.3	6.46e-31
ostta01g04280	AT5G41080.2	3.39e-47
ostta01g04290	AT3G47610.1	2.51e-15
ostta01g04300	AT4G32500.1	1.35e-09
ostta01g04310	AT5G50840.2	0.018
ostta01g04320	AT5G23860.2	0.0
ostta01g04330	AT2G38270.1	1.39e-67
ostta01g04340	AT5G26710.1	0.0
ostta01g04350	AT3G43220.2	2.0
ostta01g04360	AT5G13800.2	1.23e-77
ostta01g04370	AT1G22100.1	2.28e-10
ostta01g04380	AT4G13290.1	3.2
ostta01g04390	AT1G51450.1	7.76e-37
ostta01g04400	AT2G35080.2	0.060
ostta01g04410	AT4G30930.1	6.66e-28
ostta01g04420	AT1G05060.1	0.040
ostta01g04430	AT5G55180.1	1.6
ostta01g04440	AT3G51890.1	0.81
ostta01g04450	AT4G05000.3	1.35e-54
ostta01g04460	AT5G60390.3	1.36e-11
ostta01g04470	AT3G45330.1	5.11e-04
ostta01g04480	AT4G32810.1	1.10e-22
ostta01g04490	AT5G36160.1	1.76e-88
ostta01g04500	AT4G10050.1	4.33e-06
ostta01g04510	AT5G23070.1	2.56e-44
ostta01g04520	AT1G65280.2	1.41e-41
ostta01g04520	AT1G65280.2	1.4
ostta01g04530	AT4G26860.1	2.29e-105
ostta01g04540	AT5G22875.3	7.14e-09
ostta01g04550	AT5G50960.1	8.02e-142
ostta01g04560	AT3G48990.1	1.04e-63
ostta01g04570	AT5G15920.1	7.2
ostta01g04580	AT1G10010.1	3.9
ostta01g04585	AT1G51830.2	0.65
ostta01g04590	AT5G06710.1	0.47
ostta01g04600	AT4G01830.1	0.0
ostta01g04600	AT4G01830.1	2.57e-88
ostta01g04600	AT4G01830.1	3.44e-17
ostta01g04610	AT1G65470.2	3.17e-11
ostta01g04620	AT4G24520.1	1.89e-174
ostta01g04630	AT3G16770.1	1.78e-24
ostta01g04640	AT5G37210.1	0.48
ostta01g04650	AT4G08850.1	3.69e-30
ostta01g04650	AT4G08850.1	1.12e-23
ostta01g04650	AT4G08850.1	1.49e-22
ostta01g04650	AT4G08850.1	6.04e-19
ostta01g04650	AT4G08850.1	7.32e-16
ostta01g04650	AT4G08850.1	7.48e-09
ostta01g04660	AT1G07670.2	0.0
ostta01g04670	AT1G02890.1	2.7
ostta01g04680	AT1G56440.2	2.80e-25
ostta01g04690	AT1G12230.2	8.4
ostta01g04700	AT2G25970.1	4.18e-04
ostta01g04700	AT2G25970.1	0.023
ostta01g04710	AT3G20810.1	1.24e-31
ostta01g04720	AT5G25820.1	2.85e-17
ostta01g04730	AT2G42210.5	1.77e-17
ostta01g04740	AT1G29630.2	1.99e-102
ostta01g04750	AT1G34300.1	0.065
ostta01g04760	AT3G17450.2	0.52
ostta01g04770	AT4G20380.8	9.08e-13
ostta01g04770	AT4G20380.8	8.59e-04
ostta01g04770	AT4G20380.8	0.10
ostta01g04780	AT1G06780.1	3.9
ostta01g04790	AT2G47980.1	1.30e-70
ostta01g04800	AT4G00525.1	0.011
ostta01g04810	AT3G61870.1	4.20e-78
ostta01g04820	AT2G28190.1	0.014
ostta01g04820	AT2G28190.1	0.77
ostta01g04830	AT5G51220.2	1.56e-41
ostta01g04840	AT4G32720.2	1.39e-23
ostta01g04850	AT1G79730.1	6.07e-35
ostta01g04860	AT3G54900.1	1.19e-55
ostta01g04870	AT2G06025.6	2.07e-10
ostta01g04880	AT3G53270.9	1.95e-04
ostta01g04890	AT3G20810.1	1.52e-71
ostta01g04900	AT4G01610.2	4.45e-27
ostta01g04910	AT2G35710.4	0.002
ostta01g04920	AT2G30950.4	0.0
ostta01g04930	AT1G47278.3	2.95e-07
ostta01g04940	AT5G01530.1	9.30e-27
ostta01g04950	AT1G53750.1	0.0
ostta01g04960	AT1G72170.1	3.5
ostta01g04970	AT4G39160.3	2.06e-17
ostta01g04980	AT4G34910.1	8.66e-127
ostta01g04990	AT5G65380.1	2.3
ostta01g05000	AT5G27660.1	6.49e-48
ostta01g05005	AT5G66140.1	3.12e-113
ostta01g05020	AT5G16570.1	0.001
ostta01g05030	AT5G24360.1	5.61e-23
ostta01g05040	AT5G26667.4	7.70e-82
ostta01g05050	AT4G30240.1	2.2
ostta01g05060	AT4G04830.1	5.09e-45
ostta01g05070	AT5G63860.1	8.89e-36
ostta01g05070	AT5G63860.1	1.47e-18
ostta01g05070	AT5G63860.1	2.55e-11
ostta01g05080	AT5G18900.1	1.02e-60
ostta01g05090	AT4G21540.1	3.30e-16
ostta01g05100	AT3G12370.1	2.4
ostta01g05110	AT2G32230.2	1.17e-61
ostta01g05120	AT1G24310.1	3.31e-11
ostta01g05150	AT4G26160.1	0.49
ostta01g05155	AT2G43180.2	1.11e-106
ostta01g05160	AT4G37940.3	5.26e-20
ostta01g05170	AT5G09850.5	4.85e-04
ostta01g05180	AT5G04810.1	1.88e-35
ostta01g05180	AT5G04810.1	1.25e-24
ostta01g05180	AT5G04810.1	1.04e-09
ostta01g05180	AT5G04810.1	0.029
ostta01g05180	AT5G04810.1	4.2
ostta01g05190	AT1G03140.1	3.81e-64
ostta01g05200	AT5G44785.1	8.82e-12
ostta01g05200	AT5G44785.1	2.67e-09
