Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ostta01g00400	-	1	+	59862	61573	69.419556	129.222198	152.329208
ostta01g00410	-	1	-	61621	62139	27.150290	50.539360	59.576622
ostta01g00420	-	1	+	62244	63200	32.068966	59.695316	70.369804
ostta01g00430	-	1	+	63321	63824	46.563496	86.676399	102.175545
ostta01g00440	-	1	+	64084	66000	26.330238	49.012863	57.777157
ostta01g00450	-	1	-	66025	66966	10.687898	19.895166	23.452745
ostta01g00460	-	1	-	67025	70891	13.233772	24.634228	29.039227
ostta01g00470	-	1	+	70936	71700	18.449673	34.343452	40.484619
ostta01g00480	-	1	+	71798	72949	18.134548	33.756859	39.793133
ostta01g00485	-	1	+	73683	74705	275.912994	513.602844	605.443420
ostta01g00490	-	1	-	74926	75640	134.850769	251.020233	295.906708
ostta01g00500	-	1	+	75939	77687	117.808464	219.296539	258.510315
ostta01g00510	-	1	+	77872	79971	92.999283	173.115082	204.070847
ostta01g00520	-	1	-	80134	82047	33.900211	63.104118	74.388161
ostta01g00530	-	1	+	82212	82685	10.293249	19.160542	22.586756
ostta01g00540	-	1	-	82873	84003	11.290893	21.017620	24.775913
ostta01g00550	-	1	+	84224	84946	19.792532	36.843140	43.431293
ostta01g00560	-	1	+	85050	85577	40.630436	75.632202	89.156471
ostta01g00570	-	1	-	85712	87137	16.336477	30.409809	35.847576
ostta01g00580	-	1	-	87212	88741	11.698693	21.776728	25.670761
ostta01g00590	-	1	+	88768	89934	20.876606	38.861107	45.810104
ostta01g00600	-	1	-	90016	90726	11.711674	21.800890	25.699245
ostta01g00610	-	1	+	90815	91814	24.680044	45.941082	54.156094
ostta01g00620	-	1	-	91879	94590	85.575592	159.296112	187.780853
ostta01g00630	-	1	+	94920	96557	7.510378	13.980319	16.480227
ostta01g00640	-	1	-	96592	97002	37.029198	68.928619	81.254173
ostta01g00650	-	1	-	97316	99487	8.239410	15.337388	18.079964
ostta01g00660	-	1	-	99641	100810	26.308546	48.972485	57.729561
ostta01g00670	-	1	+	100829	101419	59.275803	110.339935	130.070511
ostta01g00680	-	1	-	101513	102394	19.352608	36.024235	42.465954
ostta01g00690	-	1	+	102763	103668	22.272627	41.459755	48.873428
ostta01g00720	-	1	-	105008	107362	50.043736	93.154755	109.812332
ostta01g00730	-	1	+	108154	109832	19.156935	35.659996	42.036583
ostta01g00740	-	1	+	109952	111664	5.712201	10.633073	12.534438
ostta01g00750	-	1	-	111707	113377	6.757630	12.579103	14.828451
ostta01g00760	-	1	+	113457	114842	18.820347	35.033447	41.297997
ostta01g00770	-	1	+	114894	115601	9.706215	18.067795	21.298613
ostta01g00780	-	1	+	115769	117304	6.460938	12.026821	14.177412
ostta01g00790	-	1	-	117359	118513	19.535931	36.365486	42.868225
ostta01g00800	-	1	+	118525	119769	21.616062	40.237583	47.432713
ostta01g00810	-	1	-	119827	121488	27.077618	50.404083	59.417156
ostta01g00820	-	1	+	121857	128710	5.064178	9.426800	11.112464
ostta01g00830	-	1	-	128921	129758	367.758972	684.571106	806.983521
ostta01g00840	-	1	+	130099	130569	3.743100	6.967656	8.213586
ostta01g00850	-	1	+	130650	131342	5.632035	10.483846	12.358528
ostta01g00860	-	1	-	131423	132259	72.408600	134.786194	158.888168
ostta01g00870	-	1	+	132481	133087	3.412281	6.351848	7.487661
ostta01g00880	-	1	-	133114	134001	70.926804	132.027893	155.636612
ostta01g00890	-	1	+	134867	138884	338.593781	630.281067	742.985596
ostta01g00910	-	1	-	139011	139442	31.052084	57.802422	68.138435
ostta01g00920	-	1	+	139521	140305	20.572052	38.294189	45.141815
ostta01g00930	-	1	+	140403	142061	6.543701	12.180882	14.359021
ostta01g00940	-	1	-	142114	144696	28.445606	52.950550	62.418968
ostta01g00950	-	1	+	144992	146641	50.362122	93.747414	110.510971
ostta01g00960	-	1	-	146736	147239	16.410715	30.548000	36.010479
ostta01g00970	-	1	-	147536	149239	16.191317	30.139599	35.529049
ostta01g00980	-	1	-	149384	151843	62.223984	115.827873	136.539780
ostta01g00990	-	1	-	152191	152772	42.685566	79.457764	93.666100
ostta01g01000	-	1	-	152960	154822	5.232957	9.740975	11.482821
ostta01g01020	-	1	+	155024	155716	449.600372	836.916138	986.570374
ostta01g01030	-	1	-	155881	157464	337.184967	627.658630	739.894165
ostta01g01040	-	1	+	157696	158310	266.645538	496.351807	585.107544
ostta01g01050	-	1	-	158380	159390	24.710188	45.997192	54.222240
ostta01g01060	-	1	+	159566	161083	58.313572	108.548775	127.959061
ostta01g01070	-	1	-	161496	162326	13.499398	25.128681	29.622097
ostta01g01080	-	1	-	162382	163222	22.342819	41.590416	49.027458
ostta01g01085	-	1	-	163356	164054	101.110161	188.213211	221.868774
ostta01g01090	-	1	-	164155	165039	26.506214	49.340435	58.163307
ostta01g01100	-	1	+	165406	167133	77.967010	145.132996	171.085129
ostta01g01110	-	1	-	167162	169540	52.740650	98.174965	115.730247
ostta01g01120	-	1	+	169940	170812	80.666664	150.158310	177.009064
ostta01g01130	-	1	-	170931	171908	22.698364	42.252251	49.807640
ostta01g01140	-	1	+	171962	172477	24.937984	46.421227	54.722099
ostta01g01150	-	1	-	172598	174028	6.387142	11.889453	14.015480
ostta01g01160	-	1	+	174153	175529	14.145244	26.330900	31.039293
ostta01g01170	-	1	-	175660	176558	116.353333	216.587860	255.317291
ostta01g01180	-	1	+	176701	177884	36.036415	67.080589	79.075691
ostta01g01190	-	1	-	177957	178247	24.402061	45.423626	53.546108
ostta01g01200	-	1	+	178286	178895	90.265991	168.027145	198.073120
ostta01g01210	-	1	-	178975	179581	101.576691	189.081635	222.892487
ostta01g01220	-	1	+	182192	184129	79.321465	147.654266	174.057251
ostta01g01230	-	1	-	184250	185428	15.019508	27.958317	32.957714
ostta01g01240	-	1	+	185601	185891	0.680412	1.266564	1.493047
ostta01g01250	-	1	-	185988	186605	19.252428	35.837757	42.246128
ostta01g01260	-	1	+	186688	187740	15.034859	27.986889	32.991402
ostta01g01270	-	1	-	187820	191978	10.727798	19.969440	23.540298
ostta01g01280	-	1	+	192033	192449	18.546762	34.524181	40.697666
ostta01g01290	-	1	+	192826	193755	84.621506	157.520126	185.687271
ostta01g01295	-	1	-	193905	194333	35.286713	65.685043	77.430595
ostta01g01300	-	1	-	194449	197277	26.048780	48.488937	57.159546
ostta01g01310	-	1	+	197334	199433	7.145714	13.301508	15.680035
ostta01g01320	-	1	-	199523	200728	90.930351	169.263824	199.530945
ostta01g01330	-	1	-	200850	201965	32.851254	61.151516	72.086403
ostta01g01340	-	1	+	202372	207174	0.088486	0.164714	0.194167
ostta01g01350	-	1	+	207552	210395	6.998945	13.028304	15.357976
ostta01g01370	-	1	-	210403	213213	0.167556	0.311900	0.367673
ostta01g01380	-	1	+	213419	214864	20.141771	37.493237	44.197639
ostta01g01390	-	1	+	215038	216333	0.269290	0.501274	0.590910
ostta01g01400	-	1	+	216544	217092	25.642986	47.733566	56.269104
ostta01g01410	-	1	-	217164	218444	29.740047	55.360111	65.259399
ostta01g01420	-	1	+	218613	220111	26.189459	48.750809	57.468243
ostta01g01430	-	1	-	220121	220660	16.959259	31.569096	37.214165
ostta01g01440	-	1	-	220812	222917	17.378918	32.350277	38.135033
ostta01g01450	-	1	+	223517	225079	26.213692	48.795914	57.521420
ostta01g01460	-	1	-	225192	227378	23.365339	43.493801	51.271202
ostta01g01470	-	1	+	227509	228099	26.678511	49.661163	58.541382
ostta01g01480	-	1	-	228175	229899	67.702026	126.025070	148.560394
ostta01g01490	-	1	-	230002	232105	12.691169	23.624189	27.848577
ostta01g01500	-	1	-	232274	234111	454.892609	846.767456	998.183228
ostta01g01510	-	1	+	234834	235574	65.931183	122.728706	144.674591
ostta01g01520	-	1	-	235714	236250	9.592178	17.855522	21.048378
ostta01g01530	-	1	+	236368	240984	13.518302	25.163870	29.663578
ostta01g01540	-	1	-	241024	241683	85.983330	160.055115	188.675552
ostta01g01550	-	1	+	242023	243027	196.640793	366.040314	431.494263
ostta01g01560	-	1	-	243316	245194	542.516296	1009.876038	1190.458252
ostta01g01570	-	1	+	245528	246598	33.408031	62.187939	73.308151
ostta01g01580	-	1	-	246644	247770	13.016683	24.230122	28.562862
ostta01g01590	-	1	-	247874	248815	55.687897	103.661171	122.197464
ostta01g01600	-	1	-	249358	251400	44.556046	82.939598	97.770538
ostta01g01610	-	1	+	251929	254225	9.690251	18.038080	21.263582
ostta01g01620	-	1	-	254284	254451	6.758929	12.581521	14.831302
ostta01g01630	-	1	+	254566	255360	11.761006	21.892723	25.807495
ostta01g01640	-	1	-	255406	256155	23.741333	44.193703	52.096256
ostta01g01650	-	1	+	256261	257847	12.193447	22.697697	26.756413
ostta01g01660	-	1	-	258531	259472	9.217092	17.157310	20.225315
ostta01g01670	-	1	+	260009	260487	153.488632	285.713989	336.804291
ostta01g01680	-	1	-	260551	261756	7.936152	14.772883	17.414515
ostta01g01690	-	1	+	261794	262492	52.723892	98.143776	115.693474
ostta01g01700	-	1	-	262672	263880	37.396194	69.611771	82.059494
ostta01g01710	-	1	+	263960	265756	37.927658	70.601074	83.225700
ostta01g01720	-	1	+	265946	269838	36.064980	67.133766	79.138367
ostta01g01730	-	1	-	269917	270543	0.012759	0.023750	0.027997
ostta01g01740	-	1	+	270721	271821	1.851953	3.447349	4.063791
ostta01g01750	-	1	-	271860	273623	27.998867	52.118961	61.438679
ostta01g01760	-	1	+	274050	274394	107.153625	199.462921	235.130112
ostta01g01770	-	1	+	274630	275490	11.514518	21.433891	25.266621
ostta01g01780	-	1	-	275562	278363	12.712706	23.664280	27.895838
ostta01g01790	-	1	+	278432	279790	13.926416	25.923561	30.559114
ostta01g01800	-	1	-	279859	280349	77.199432	143.704178	169.400818
ostta01g01810	-	1	+	280663	283231	11.472868	21.356363	25.175226
ostta01g01820	-	1	-	283291	284247	29.984325	55.814827	65.795425
ostta01g01830	-	1	+	284461	289766	72.719261	135.364487	159.569855
ostta01g01850	-	1	+	289887	291488	17.840824	33.210102	39.148605
ostta01g01855	-	1	+	291571	293022	7.473141	13.911004	16.398518
ostta01g01860	-	1	+	293132	294745	6.309789	11.745462	13.845742
ostta01g01870	-	1	-	294781	295446	6.351351	11.822828	13.936942
ostta01g01880	-	1	-	295536	296321	25.329517	47.150051	55.581253
ostta01g01890	-	1	-	296421	298508	24.371647	45.367008	53.479366
ostta01g01900	-	1	+	298806	299498	14.255411	26.535975	31.281036
ostta01g01910	-	1	-	299642	299890	2.453815	4.567695	5.384473
ostta01g01920	-	1	-	299983	301821	21.268623	39.590836	46.670322
ostta01g01930	-	1	-	301964	303034	8.538749	15.894597	18.736809
ostta01g01940	-	1	+	303784	304755	48.786007	90.813530	107.052467
ostta01g01950	-	1	-	304864	305928	13.933333	25.936438	30.574291
ostta01g01960	-	1	+	306336	307733	24.440630	45.495419	53.630741
ostta01g01970	-	1	+	308430	308858	142.687653	265.608307	313.103394
ostta01g01980	-	1	-	309245	310762	94.916466	176.683853	208.277786
ostta01g01990	-	1	+	310973	312142	18.542734	34.516682	40.688828
ostta01g02000	-	1	+	312307	313305	10.796797	20.097879	23.691706
ostta01g02010	-	1	+	313682	314923	11.495169	21.397875	25.224163
ostta01g02020	-	1	-	314990	316810	28.794619	53.600224	63.184814
ostta01g02030	-	1	+	316935	317375	16.560640	30.827082	36.339462
ostta01g02040	-	1	+	317625	318398	65.210304	121.386810	143.092743
ostta01g02050	-	1	+	318441	319628	23.324915	43.418556	51.182495
ostta01g02060	-	1	-	319721	320329	73.686371	137.164719	161.692001
ostta01g02070	-	1	+	320501	321520	32.915901	61.271854	72.228264
ostta01g02080	-	1	+	321798	322511	37.922966	70.592346	83.215401
ostta01g02090	-	1	-	322594	323454	4.433217	8.252286	9.727929
ostta01g02100	-	1	+	323619	324758	18.051754	33.602741	39.611454
ostta01g02110	-	1	+	324904	326274	8.687819	16.172087	19.063917
ostta01g02120	-	1	+	326521	327549	28.206997	52.506390	61.895378
ostta01g02130	-	1	+	327723	328661	65.406815	121.752617	143.523956
ostta01g02140	-	1	-	328765	329724	10.113542	18.826021	22.192421
ostta01g02150	-	1	-	329806	330762	1.898642	3.534259	4.166242
ostta01g02160	-	1	+	331351	333369	0.243685	0.453612	0.534725
ostta01g02170	-	1	-	333464	334183	51.734722	96.302460	113.522911
ostta01g02180	-	1	-	334286	335764	27.872211	51.883194	61.160755
ostta01g02190	-	1	+	335956	336819	10.427083	19.409668	22.880432
ostta01g02200	-	1	+	336894	337829	56.689102	105.524879	124.394447
ostta01g02210	-	1	+	337998	339817	207.323914	385.926544	454.936523
ostta01g02220	-	1	+	340060	340908	76.924614	143.192612	168.797775
ostta01g02230	-	1	-	341010	342311	65.678925	122.259140	144.121048
ostta01g02240	-	1	+	341281	343875	14.187300	26.409187	31.131578
ostta01g02250	-	1	+	344049	346060	19.672924	36.620495	43.168835
ostta01g02260	-	1	-	346197	346568	15.263441	28.412388	33.492985
ostta01g02270	-	1	+	346819	348063	44.289959	82.444283	97.186668
ostta01g02280	-	1	-	348086	348799	16.092438	29.955538	35.312077
ostta01g02290	-	1	+	349406	350965	32.378204	60.270950	71.048378
ostta01g02300	-	1	-	351014	352774	12.930721	24.070108	28.374233
ostta01g02310	-	1	+	352863	354056	31.600502	58.823284	69.341843
ostta01g02320	-	1	-	354194	354685	22.361790	41.625729	49.069084
ostta01g02330	-	1	+	354716	355777	5.677024	10.567591	12.457249
ostta01g02340	-	1	-	355843	358305	15.894438	29.586967	34.877598
ostta01g02350	-	1	+	358449	362702	34.943581	65.046318	76.677650
ostta01g02360	-	1	-	362768	364054	73.188812	136.238541	160.600220
ostta01g02370	-	1	+	364311	365291	35.259937	65.635201	77.371841
ostta01g02380	-	1	-	365460	365729	59.340740	110.460815	130.212997
ostta01g02390	-	1	+	366114	367382	93.157166	173.408966	204.417313
ostta01g02400	-	1	-	367603	368419	260.615784	485.127625	571.876282
ostta01g02410	-	1	-	368700	369773	4.967412	9.246673	10.900127
ostta01g02420	-	1	-	369901	371769	11.689673	21.759939	25.650969
ostta01g02430	-	1	+	372029	374167	22.122955	41.181145	48.545006
ostta01g02440	-	1	+	374327	377371	66.881119	124.496979	146.759064
ostta01g02450	-	1	-	377442	378806	40.176556	74.787323	88.160515
ostta01g02460	-	1	+	379160	379942	62.510857	116.361885	137.169281
ostta01g02470	-	1	-	379983	381164	25.918310	48.246075	56.873253
ostta01g02480	-	1	-	381242	382389	160.567032	298.890198	352.336609
ostta01g02490	-	1	+	382782	385592	87.307365	162.519745	191.580933
ostta01g02500	-	1	+	385667	386290	9.671475	18.003130	21.222382
ostta01g02510	-	1	-	386319	387437	170.537094	317.449127	374.214172
ostta01g02520	-	1	+	387659	390165	35.986267	66.987244	78.965645
ostta01g02530	-	1	-	390222	392138	8.280126	15.413178	18.169306
ostta01g02540	-	1	+	392246	393190	19.134392	35.618034	41.987118
ostta01g02560	-	1	-	393231	396533	8.325765	15.498134	18.269451
ostta01g02570	-	1	-	397183	398178	5.769076	10.738943	12.659241
ostta01g02580	-	1	+	398580	401201	26.443935	49.224506	58.026649
ostta01g02590	-	1	+	401349	404447	10.207486	19.000896	22.398565
ostta01g02600	-	1	+	404605	406041	29.964510	55.777939	65.751938
ostta01g02610	-	1	+	406326	408200	27.634665	51.441010	60.639496
ostta01g02615	-	1	+	408258	408860	8.024876	14.938039	17.609203
ostta01g02617	-	1	+	408934	410025	19.903847	37.050350	43.675552
ostta01g02620	-	1	+	410210	410596	12.072351	22.472281	26.490688
ostta01g02630	-	1	-	410671	412197	14.261951	26.548149	31.295387
ostta01g02640	-	1	+	412838	413554	64.079498	119.281860	140.611389
ostta01g02650	-	1	-	413618	415684	29.970972	55.789970	65.766121
ostta01g02660	-	1	-	415754	416979	9.722267	18.097677	21.333836
ostta01g02670	-	1	+	417482	419509	75.600342	140.727524	165.891891
ostta01g02680	-	1	-	419525	421081	18.056519	33.611607	39.621910
ostta01g02690	-	1	+	421221	421997	59.662807	111.060333	130.919724
ostta01g02700	-	1	+	422188	422829	22.381620	41.662643	49.112598
ostta01g02710	-	1	-	422931	423698	18.141928	33.770596	39.809326
ostta01g02720	-	1	-	423905	425128	18.400328	34.251598	40.376343
ostta01g02730	-	1	-	425298	426212	18.102732	33.697632	39.723316
ostta01g02740	-	1	-	426348	426932	625.106995	1163.615967	1371.689331
ostta01g02750	-	1	-	427103	429115	52.042225	96.874870	114.197670
ostta01g02760	-	1	+	429467	433880	39.322731	73.197952	86.286942
ostta01g02770	-	1	-	433916	436408	87.196358	162.313126	191.337341
ostta01g02780	-	1	+	436726	439032	72.428276	134.822830	158.931351
ostta01g02790	-	1	+	439320	440486	14.330763	26.676239	31.446384
ostta01g02800	-	1	+	440652	442157	11.869855	22.095341	26.046347
ostta01g02810	-	1	-	442193	442663	0.282378	0.525637	0.619630
ostta01g02820	-	1	-	443297	443854	10.302867	19.178444	22.607862
ostta01g02825	-	1	-	443930	444956	199.245743	370.889313	437.210358
ostta01g02830	-	1	-	445045	447246	12.757947	23.748495	27.995111
ostta01g02840	-	1	+	447882	449576	45.861946	85.370483	100.636124
ostta01g02845	-	1	+	449740	451020	12.981265	24.164194	28.485144
ostta01g02847	-	1	+	451156	452112	30.028214	55.896523	65.891731
ostta01g02850	-	1	-	452238	453263	53.579926	99.737251	117.571884
ostta01g02860	-	1	+	453660	455516	20.881529	38.870274	45.820904
ostta01g02870	-	1	-	455597	456586	18.217173	33.910664	39.974438
ostta01g02880	-	1	-	456756	457799	75.306038	140.179688	165.246094
ostta01g02890	-	1	-	458034	459029	10.461847	19.474380	22.956717
ostta01g02895	-	1	-	459112	459932	11.401639	21.223772	25.018927
ostta01g02910	-	1	-	460918	462480	44.506077	82.846581	97.660896
ostta01g02920	-	1	+	462851	463637	96.660378	179.930069	212.104492
ostta01g02930	-	1	-	463671	467804	4.436623	8.258626	9.735403
ostta01g02940	-	1	-	467934	468857	54.188313	100.869736	118.906891
ostta01g02950	-	1	+	469390	470001	14.781046	27.514425	32.434452
ostta01g02960	-	1	-	470090	470953	13.741899	25.580088	30.154222
ostta01g02970	-	1	+	471084	471882	38.213261	71.132713	83.852394
ostta01g02980	-	1	-	471955	472568	30.547264	56.862717	67.030693
ostta01g02990	-	1	+	472826	475462	16.975731	31.599758	37.250305
ostta01g03000	-	1	+	475586	476797	8.953795	16.667192	19.647556
ostta01g03010	-	1	+	476849	477343	6.943434	12.924971	15.236166
ostta01g03020	-	1	+	477604	478466	74.807739	139.252121	164.152649
ostta01g03030	-	1	-	478554	481865	273.526276	509.160065	600.206177
ostta01g03040	-	1	+	482259	483765	433.361176	806.687439	950.936279
ostta01g03050	-	1	+	483932	487105	20.197542	37.597054	44.320015
ostta01g03060	-	1	-	487340	488056	20.403069	37.979633	44.771008
ostta01g03070	-	1	-	488130	489179	21.766666	40.517925	47.763187
ostta01g03080	-	1	+	489262	489883	16.460953	30.641516	36.120716
ostta01g03090	-	1	-	489952	490962	8.902077	16.570919	19.534071
ostta01g03100	-	1	-	491038	493134	18.193609	33.866798	39.922733
ostta01g03110	-	1	-	493361	494220	78.233749	145.629517	171.670456
ostta01g03120	-	1	+	494327	496060	18.228951	33.932587	40.000282
ostta01g03130	-	1	-	496096	497229	18.489418	34.417435	40.571835
ostta01g03140	-	1	-	497700	498219	72.351562	134.680023	158.763000
ostta01g03150	-	1	+	498516	498974	513.834412	956.485657	1127.520874
ostta01g03160	-	1	+	499206	501608	13.804828	25.697227	30.292311
ostta01g03170	-	1	+	501930	502529	30.378334	56.548260	66.660004
ostta01g03180	-	1	-	502576	503448	16.934708	31.523394	37.160290
ostta01g03190	-	1	+	503776	504647	250.457092	466.217560	549.584839
ostta01g03200	-	1	+	504989	509965	12.599759	23.454033	27.647995
ostta01g03210	-	1	+	510122	510720	73.755608	137.293610	161.843933
ostta01g03220	-	1	-	510812	511297	22.676954	42.212399	49.760658
ostta01g03230	-	1	+	511438	512352	23.445902	43.643764	51.447983
ostta01g03240	-	1	-	512479	513801	11.651549	21.688971	25.567312
ostta01g03250	-	1	-	513900	515276	48.450253	90.188538	106.315704
ostta01g03260	-	1	-	515394	517649	22.539450	41.956436	49.458931
ostta01g03270	-	1	+	517703	519505	14.902940	27.741327	32.701927
ostta01g03280	-	1	-	519586	526130	37.780743	70.327599	82.903313
ostta01g03290	-	1	+	527072	528969	13.794954	25.678848	30.270643
ostta01g03300	-	1	-	529045	529534	70.825294	131.838928	155.413879
ostta01g03310	-	1	+	529840	531525	46.322659	86.228088	101.647072
ostta01g03320	-	1	-	531586	533614	68.078743	126.726318	149.387039
ostta01g03330	-	1	+	533727	534734	19.809525	36.874771	43.468578
ostta01g03340	-	1	-	534808	536223	31.663651	58.940834	69.480408
ostta01g03350	-	1	-	536509	537594	24.315838	45.263126	53.356907
ostta01g03360	-	1	-	537606	537947	18.578947	34.584091	40.768291
ostta01g03370	-	1	-	538135	539040	75.333885	140.231522	165.307205
ostta01g03380	-	1	+	539055	539942	32.256756	60.044880	70.781876
ostta01g03390	-	1	-	539986	541170	59.987343	111.664444	131.631866
ostta01g03400	-	1	+	541439	542083	40.631008	75.633270	89.157730
ostta01g03410	-	1	-	542160	543539	16.428986	30.582010	36.050571
ostta01g03420	-	1	+	544190	546481	159.564575	297.024170	350.136902
ostta01g03430	-	1	-	546616	547062	24.639820	45.866207	54.067829
ostta01g03440	-	1	+	547159	548763	27.804361	51.756893	61.011868
ostta01g03450	-	1	+	548986	549744	155.532272	289.518158	341.288696
ostta01g03460	-	1	-	549891	551135	16.951807	31.555225	37.197815
ostta01g03470	-	1	+	551202	555746	11.489329	21.387005	25.211348
ostta01g03480	-	1	+	555920	557146	8.612062	16.031067	18.897682
ostta01g03490	-	1	-	557202	557750	10.262295	19.102921	22.518833
ostta01g03495	-	1	+	557785	558705	6.156352	11.459845	13.509051
ostta01g03500	-	1	+	558803	560278	15.634147	29.102444	34.306435
ostta01g03510	-	1	-	560311	560481	0.187135	0.348346	0.410635
ostta01g03520	-	1	+	560662	561458	335.934143	625.330200	737.149414
ostta01g03530	-	1	+	561575	562843	388.047272	722.337097	851.502686
ostta01g03540	-	1	-	563026	563984	254.773819	474.252991	559.057129
ostta01g03550	-	1	-	564115	564633	41.354527	76.980080	90.745369
ostta01g03560	-	1	-	564806	566701	40.203323	74.837143	88.219246
ostta01g03570	-	1	+	566940	568911	28.040298	52.196083	61.529591
ostta01g03580	-	1	+	568978	570210	9.437551	17.567686	20.709076
ostta01g03590	-	1	-	570226	571260	20.394686	37.964031	44.752617
ostta01g03600	-	1	+	571626	573514	45.143425	84.032982	99.059448
ostta01g03610	-	1	+	573687	576233	26.692579	49.687347	58.572254
ostta01g03620	-	1	-	576324	577607	59.816200	111.345871	131.256317
ostta01g03630	-	1	+	577938	580955	84.239563	156.809143	184.849167
ostta01g03640	-	1	-	581083	582048	33.604553	62.553757	73.739388
ostta01g03650	-	1	+	582147	583040	21.297539	39.644661	46.733768
ostta01g03660	-	1	-	583075	584694	23.687654	44.093784	51.978466
ostta01g03670	-	1	-	584907	585461	174.554962	324.928253	383.030701
ostta01g03680	-	1	+	585598	586425	12.026570	22.387062	26.390230
ostta01g03690	-	1	-	586543	586908	22.371584	41.643959	49.090576
ostta01g03700	-	1	-	587075	588190	0.411290	0.765603	0.902505
ostta01g03720	-	1	-	588982	593079	12.853466	23.926300	28.204710
ostta01g03730	-	1	+	593435	594571	22.878628	42.587807	50.203197
ostta01g03740	-	1	-	594622	595563	69.689049	129.723846	152.920578
ostta01g03750	-	1	+	595800	596873	51.464619	95.799675	112.930214
ostta01g03760	-	1	+	597062	599734	166.626190	310.169128	365.632385
ostta01g03770	-	1	-	599908	601077	115.649788	215.278244	253.773468
ostta01g03780	-	1	+	601235	604084	18.150877	33.787254	39.828960
ostta01g03790	-	1	-	604139	606368	69.089943	128.608627	151.605942
ostta01g03800	-	1	-	606630	608222	11.314501	21.061567	24.827717
ostta01g03810	-	1	+	608724	609851	17.220745	32.055843	37.787952
ostta01g03820	-	1	-	609891	610952	13.044257	24.281450	28.623369
ostta01g03830	-	1	-	611175	611882	6.858757	12.767348	15.050357
ostta01g03840	-	1	+	611935	613386	14.992407	27.907866	32.898247
ostta01g03850	-	1	-	613457	614062	8.315182	15.478434	18.246229
ostta01g03860	-	1	-	614261	615091	2.772563	5.161034	6.083910
ostta01g03870	-	1	+	615221	617704	8.458534	15.745280	18.560791
ostta01g03880	-	1	-	617905	618357	343.145691	638.754272	752.973938
ostta01g03890	-	1	-	618838	619727	59.524391	110.802673	130.615997
ostta01g03900	-	1	+	619836	620973	30.039101	55.916790	65.915619
ostta01g03910	-	1	-	621259	621708	1213.213379	2258.356445	2662.187256
ostta01g03920	-	1	+	622080	622697	161.584137	300.783508	354.568481
ostta01g03930	-	1	-	622792	624732	1.586555	2.953319	3.481421
ostta01g03940	-	1	+	624883	625472	99.025253	184.332230	217.293823
ostta01g03950	-	1	-	625532	627238	38.424137	71.525253	84.315125
