chr	start	end	peak.annotation	target.genes
12	419057	419935	internal.gene.body	ostta12g02510
12	429023	430970	gene.body	ostta12g02560
12	470316	470693	TES	ostta12g02820
12	474500	474760	internal.gene.body	ostta12g02840
12	504845	507441	TES	ostta12g03010
12	514686	516298	internal.gene.body	ostta12g03070
12	534156	534511	internal.gene.body	ostta12g03180
12	537126	537692	TES	ostta12g03190
12	539849	542657	TES	ostta12g03200
13	36	1905	gene.body	ostta13g00010,ostta13g00020
13	3155	4864	internal.gene.body	ostta13g00030
13	17852	20511	internal.gene.body	ostta13g00120
13	39603	41323	internal.gene.body	ostta13g00250
13	68292	69007	internal.gene.body	ostta13g00400
13	69309	69798	internal.gene.body	ostta13g00400
13	72170	72586	internal.gene.body	ostta13g00410
13	82690	82992	internal.gene.body	ostta13g00470
13	84303	84389	internal.gene.body	ostta13g00480
13	88094	88370	internal.gene.body	ostta13g00490
13	119831	121134	gene.body	ostta13g00710
13	150710	151474	internal.gene.body	ostta13g00890
13	190051	192890	gene.body	ostta13g01130
13	204833	205436	internal.gene.body	ostta13g01200
13	206905	207210	internal.gene.body	ostta13g01220
13	210632	212290	internal.gene.body	ostta13g01240
13	213240	214095	internal.gene.body	ostta13g01250
13	214384	215846	intergenic	
13	217830	218035	internal.gene.body	ostta13g01260
13	218333	218550	TES	ostta13g01260
13	226175	233946	gene.body	ostta13g01340
13	235158	235200	internal.gene.body	ostta13g01360
13	235501	235556	internal.gene.body	ostta13g01360
13	240299	242006	internal.gene.body	ostta13g01390
13	256808	257738	internal.gene.body	ostta13g01490
13	276004	277746	internal.gene.body	ostta13g01610
13	287283	287365	internal.gene.body	ostta13g01670
13	301887	309314	gene.body	ostta13g01770,ostta13g01790
13	332498	333213	internal.gene.body	ostta13g01920
13	376177	376928	internal.gene.body	ostta13g02165
13	409968	410071	internal.gene.body	ostta13g02380
13	421521	421889	internal.gene.body	ostta13g02440
13	441506	441728	internal.gene.body	ostta13g02560
13	445702	445944	internal.gene.body	ostta13g02570
13	457450	457661	internal.gene.body	ostta13g02630
13	466305	466915	internal.gene.body	ostta13g02670
13	467080	467992	internal.gene.body	ostta13g02670
13	471528	471893	internal.gene.body	ostta13g02690
13	472308	472528	internal.gene.body	ostta13g02690
13	474407	474640	internal.gene.body	ostta13g02710
13	479419	483060	TES	ostta13g02720
13	493866	494168	internal.gene.body	ostta13g02800
13	520298	520947	internal.gene.body	ostta13g02950
13	523879	524771	internal.gene.body	ostta13g02950
13	525080	527010	TES	ostta13g02950
13	527392	527733	internal.gene.body	ostta13g02960
13	544690	546039	TES	ostta13g03060
13	547216	548447	internal.gene.body	ostta13g03080
14	0	2777	gene.body	ostta14g00010
14	3785	4725	TES	ostta14g00030
14	6161	6262	internal.gene.body	ostta14g00050
14	6748	7032	internal.gene.body	ostta14g00050
14	7733	8417	TES	ostta14g00050
14	8931	25982	gene.body	ostta14g00060,ostta14g00066,ostta14g00070,ostta14g00075
14	55516	55528	internal.gene.body	ostta14g00240
14	62704	64145	TES	ostta14g00300
14	77595	77801	internal.gene.body	ostta14g00410
14	78115	78285	internal.gene.body	ostta14g00410
14	131220	132888	TES	ostta14g00770
14	147777	147812	internal.gene.body	ostta14g00860
14	154658	154930	internal.gene.body	ostta14g00920
14	155257	155705	internal.gene.body	ostta14g00920
14	180483	180943	internal.gene.body	ostta14g01050
14	239100	241026	internal.gene.body	ostta14g01380
14	247570	250739	TES	ostta14g01410
14	261742	262663	internal.gene.body	ostta14g01470
14	268417	268908	internal.gene.body	ostta14g01490
14	269114	269555	internal.gene.body	ostta14g01490
14	274755	275768	TES	ostta14g01510
14	278285	281364	gene.body	ostta14g01530
14	298503	298785	TES	ostta14g01640
14	300544	301177	internal.gene.body	ostta14g01650
14	301623	302289	internal.gene.body	ostta14g01650
14	303414	303482	internal.gene.body	ostta14g01650
14	309290	309524	internal.gene.body	ostta14g01670
14	309940	310308	internal.gene.body	ostta14g01680
14	310538	310706	internal.gene.body	ostta14g01680
14	317015	320214	TES	ostta14g01730
14	321900	323691	gene.body	ostta14g01760
14	325281	332462	gene.body	ostta14g01780,ostta14g01790,ostta14g01800
14	346021	346978	internal.gene.body	ostta14g01900
14	349341	351238	TSS	ostta14g01910
14	374316	374861	internal.gene.body	ostta14g02050
14	377244	379422	gene.body	ostta14g02090
14	380712	382753	TES	ostta14g02110
14	395149	395554	internal.gene.body	ostta14g02190
14	396910	397202	intergenic	
14	399106	402102	TES	ostta14g02200
14	443843	444713	internal.gene.body	ostta14g02490
14	458764	462736	internal.gene.body	ostta14g02600
14	480189	480399	internal.gene.body	ostta14g02720
14	491983	496559	gene.body	ostta14g02780
14	498268	498871	internal.gene.body	ostta14g02800
14	502800	502858	internal.gene.body	ostta14g02810
14	516869	517211	internal.gene.body	ostta14g02900
14	518521	519069	TES	ostta14g02910
14	526835	528703	TES	ostta14g02960
14	531952	535203	gene.body	ostta14g02990,ostta14g03000
14	535891	537509	TES	ostta14g03020
14	546719	547272	internal.gene.body	ostta14g03080
15	22	1698	gene.body	ostta15g00010
15	33425	33633	internal.gene.body	ostta15g00195
15	58334	60716	internal.gene.body	ostta15g00340
15	62788	63203	internal.gene.body	ostta15g00350
15	66767	67143	TES	ostta15g00380
15	80914	81114	internal.gene.body	ostta15g00450
15	87250	87464	internal.gene.body	ostta15g00480
15	134765	135024	internal.gene.body	ostta15g00740
15	145908	146742	TES	ostta15g00810
15	150619	150879	internal.gene.body	ostta15g00840
15	185948	188469	gene.body	ostta15g01070
15	221444	225239	gene.body	ostta15g01265,ostta15g01270
15	245175	245621	TSS	ostta15g01430
15	262381	265651	internal.gene.body	ostta15g01520
15	265922	276081	TES	ostta15g01520
15	280323	281805	internal.gene.body	ostta15g01560
15	298677	306370	gene.body	ostta15g01710,ostta15g01720
15	309099	310184	internal.gene.body	ostta15g01740
15	373168	373660	TES	ostta15g02200
15	374168	375246	TSS	ostta15g02207
15	376634	377346	TES	ostta15g02210
15	381299	381534	internal.gene.body	ostta15g02240
15	396210	398509	TES	ostta15g02330
15	400268	401624	internal.gene.body	ostta15g02350
15	422963	423196	internal.gene.body	ostta15g02460
15	439159	439361	internal.gene.body	ostta15g02540
15	445991	446951	intergenic	
15	451173	452789	internal.gene.body	ostta15g02570,ostta15g02580
15	471192	472216	gene.body	ostta15g02720
15	510588	511330	TSS	ostta15g02930
16	0	4407	gene.body	ostta16g00010
16	5873	7716	TES	ostta16g00040
16	15374	18039	gene.body	ostta16g00120,ostta16g00130
16	19257	20279	internal.gene.body	ostta16g00140
16	20744	21051	TSS	ostta16g00150
16	67326	69999	TES	ostta16g00460
16	71659	73086	TES	ostta16g00480
16	74346	74897	internal.gene.body	ostta16g00500
16	75275	77560	gene.body	ostta16g00510
16	78067	80746	TES	ostta16g00520
16	84844	85534	internal.gene.body	ostta16g00550
16	128723	128976	internal.gene.body	ostta16g00830
16	129356	129631	internal.gene.body	ostta16g00830
16	130735	131333	internal.gene.body	ostta16g00840
16	131369	131866	internal.gene.body	ostta16g00840
16	133853	134026	internal.gene.body	ostta16g00850
16	134546	134766	internal.gene.body	ostta16g00860
16	138594	141018	gene.body	ostta16g00910
16	144935	144996	internal.gene.body	ostta16g00950
16	161387	164261	gene.body	ostta16g01050
16	170969	173026	gene.body	ostta16g01095,ostta16g01100
16	174899	175442	TES	ostta16g01130
16	176744	177194	intergenic	
16	177762	181055	gene.body	ostta16g01140
16	186687	193137	gene.body	ostta16g01200,ostta16g01210
16	195393	195729	intergenic	
16	207409	210265	gene.body	ostta16g01295
16	223700	224463	TES	ostta16g01355
16	225146	227374	TES	ostta16g01360
16	235124	240149	TES	ostta16g01410
16	251591	252549	internal.gene.body	ostta16g01500
16	260556	261008	internal.gene.body	ostta16g01560
16	261488	261636	internal.gene.body	ostta16g01560
16	267991	269401	TES	ostta16g01580
16	269523	269742	internal.gene.body	ostta16g01590
16	276635	277774	internal.gene.body	ostta16g01630
16	286024	289521	gene.body	ostta16g01635
16	293089	294600	gene.body	ostta16g01680
16	297413	301850	TES	ostta16g01710
16	320830	321048	internal.gene.body	ostta16g01860
16	333584	334138	internal.gene.body	ostta16g01960
16	345708	346053	internal.gene.body	ostta16g02015
16	346204	346782	internal.gene.body	ostta16g02015
16	347225	348003	internal.gene.body	ostta16g02015
16	363235	364088	internal.gene.body	ostta16g02075
16	379644	379975	internal.gene.body	ostta16g02120
16	380780	381328	internal.gene.body	ostta16g02120
16	387085	387354	internal.gene.body	ostta16g02130
16	387830	388604	internal.gene.body	ostta16g02130
16	389678	391486	internal.gene.body	ostta16g02130
16	392185	406924	internal.gene.body	ostta16g02130
16	413517	416214	gene.body	ostta16g02160
16	417731	419294	TSS	ostta16g02180
16	419773	421141	internal.gene.body	ostta16g02190
16	421478	421823	internal.gene.body	ostta16g02190
16	422768	422984	internal.gene.body	ostta16g02190
16	423801	424103	internal.gene.body	ostta16g02190
16	424455	424917	internal.gene.body	ostta16g02190
16	425254	425454	internal.gene.body	ostta16g02190
16	429354	429695	TSS	ostta16g02210
16	433413	434352	internal.gene.body	ostta16g02240
16	436346	436717	internal.gene.body	ostta16g02260
16	449451	449666	internal.gene.body	ostta16g02345
16	470011	472805	gene.body	ostta16g02460
16	476783	477257	internal.gene.body	ostta16g02490
16	477751	477802	internal.gene.body	ostta16g02490
16	478340	478561	internal.gene.body	ostta16g02490
16	479659	479676	internal.gene.body	ostta16g02500
16	482132	484446	TSS	ostta16g02520
16	487265	487483	internal.gene.body	ostta16g02530
16	494171	494795	internal.gene.body	ostta16g02550
16	496819	497753	internal.gene.body	ostta16g02570
16	524207	525616	TES	ostta16g02710
16	525870	528281	gene.body	ostta16g02730
17	30	2537	TES	ostta17g00010
17	3186	6291	gene.body	ostta17g00025
17	6981	7551	internal.gene.body	ostta17g00030
17	10991	11353	TES	ostta17g00040
17	30035	37922	gene.body	ostta17g00190,ostta17g00200
17	39709	40245	TSS	ostta17g00220
17	43604	43839	internal.gene.body	ostta17g00250
17	52909	54964	gene.body	ostta17g00300
17	64548	66705	TES	ostta17g00370
17	78379	80246	gene.body	ostta17g00450,ostta17g00460
17	108071	108358	internal.gene.body	ostta17g00630
17	114528	115312	internal.gene.body	ostta17g00670
17	134828	137062	TSS	ostta17g00790
17	139119	140428	gene.body	ostta17g00800
17	149797	150046	intergenic	
17	159428	160947	internal.gene.body	ostta17g00940
17	161311	161660	internal.gene.body	ostta17g00940
17	222570	224219	internal.gene.body	ostta17g01380
17	252947	253183	internal.gene.body	ostta17g01560
17	278863	279610	internal.gene.body	ostta17g01730
17	312831	314218	internal.gene.body	ostta17g01895
17	316471	318494	TES	ostta17g01910
17	355753	357964	gene.body	ostta17g02100
17	372640	372996	internal.gene.body	ostta17g02170
17	380121	380451	TES	ostta17g02200
17	387844	388706	TES	ostta17g02270
17	404024	404395	internal.gene.body	ostta17g02370
17	408500	411047	TES	ostta17g02410
18	0	3583	gene.body	ostta18g00010
18	10633	15835	internal.gene.body	ostta18g00080
18	26144	26794	TES	ostta18g00180
18	79962	80661	internal.gene.body	ostta18g00430
18	92765	93150	internal.gene.body	ostta18g00490
18	103069	103732	internal.gene.body	ostta18g00530
18	107481	107710	internal.gene.body	ostta18g00550
18	109295	109787	TSS	ostta18g00555
18	134944	135393	internal.gene.body	ostta18g00700
18	135726	136000	internal.gene.body	ostta18g00700
18	151517	151767	internal.gene.body	ostta18g00810
18	157642	159802	internal.gene.body	ostta18g00840
18	161090	162572	gene.body	ostta18g00870
18	163378	168660	gene.body	ostta18g00890
18	179622	179870	internal.gene.body	ostta18g00960
18	180899	182185	gene.body	ostta18g00970
18	189253	192477	gene.body	ostta18g01040
18	196438	198090	TES	ostta18g01070
18	202063	203749	gene.body	ostta18g01100
18	205284	207133	internal.gene.body	ostta18g01130
18	209283	212370	gene.body	ostta18g01140
18	218888	221200	gene.body	ostta18g01200
18	259206	259427	internal.gene.body	ostta18g01440
18	286119	286912	internal.gene.body	ostta18g01620
18	335613	335956	internal.gene.body	ostta18g01945
18	336123	336132	internal.gene.body	ostta18g01945
18	339198	341009	internal.gene.body	ostta18g01960
18	343135	345706	TES	ostta18g01980
19	0	42832	gene.body	ostta19g00010,ostta19g00020,ostta19g00030,ostta19g00040,ostta19g00050,ostta19g00070,ostta19g00080,ostta19g00090,ostta19g00100,ostta19g00110,ostta19g00120,ostta19g00130,ostta19g00140,ostta19g00150,ostta19g00160,ostta19g00165
19	44788	45121	TES	ostta19g00180
19	46500	48926	gene.body	ostta19g00190
19	50057	50621	intergenic	
19	51168	51392	intergenic	
19	52930	53259	TES	ostta19g00200
19	53797	54020	internal.gene.body	ostta19g00210
19	64204	64694	intergenic	
19	66330	67035	intergenic	
19	80038	80434	internal.gene.body	ostta19g00300
19	84372	85045	TES	ostta19g00320
19	89259	89533	intergenic	
19	95708	96198	internal.gene.body	ostta19g00395
19	96763	98581	gene.body	ostta19g00400
19	101895	102385	intergenic	
19	106273	107091	TSS	ostta19g00430
19	110008	110476	intergenic	
19	112356	113195	TES	ostta19g00470
19	115673	116063	intergenic	
19	117744	119562	TES	ostta19g00480
19	124203	127614	TES	ostta19g00515
19	131826	185428	gene.body	ostta19g00045,ostta19g00075,ostta19g00555,ostta19g00560,ostta19g00570,ostta19g00580,ostta19g00590,ostta19g00600,ostta19g00610,ostta19g00620,ostta19g00630,ostta19g00640,ostta19g00650,ostta19g00660,ostta19g00670
2	1	943	intergenic	
2	1235	1504	intergenic	
2	1810	5629	gene.body	ostta02g00020
2	6983	10370	gene.body	ostta02g00037
2	13362	15282	TSS	ostta02g00050
2	19301	19581	internal.gene.body	ostta02g00085
2	22192	22449	intergenic	
2	29639	32387	TES	ostta02g00160
2	32787	34212	internal.gene.body	ostta02g00160
2	35889	36229	internal.gene.body	ostta02g00160
2	36757	37288	internal.gene.body	ostta02g00160
2	37813	38752	internal.gene.body	ostta02g00160
2	39157	41601	internal.gene.body	ostta02g00160
2	42053	43125	internal.gene.body	ostta02g00160
2	45095	45865	internal.gene.body	ostta02g00160
2	47845	48092	internal.gene.body	ostta02g00170
2	48654	49194	internal.gene.body	ostta02g00170
2	50115	50335	internal.gene.body	ostta02g00170
2	52325	52513	internal.gene.body	ostta02g00180
2	71537	77707	gene.body	ostta02g00275,ostta02g00277
2	108884	109345	intergenic	
2	112719	113262	TSS	ostta02g00450
2	115109	115820	TES	ostta02g00460
2	136390	136692	intergenic	
2	158260	165902	gene.body	ostta02g00700
2	166699	168165	internal.gene.body	ostta02g00710,ostta02g00720
2	168655	168890	internal.gene.body	ostta02g00710,ostta02g00720
2	171230	177767	TSS	ostta02g00710,ostta02g00720
2	179860	180146	intergenic	
2	181882	184609	gene.body	ostta02g00770
2	187317	189289	internal.gene.body	ostta02g00800
2	192236	212094	internal.gene.body	ostta02g00800
2	220001	222649	internal.gene.body	ostta02g00800
2	237579	240391	TES	ostta02g00900
2	249459	249731	internal.gene.body	ostta02g00950
2	262620	263484	TES	ostta02g01020
2	269998	270580	internal.gene.body	ostta02g01030
2	304717	306265	TES	ostta02g01245
2	307311	307532	internal.gene.body	ostta02g01247
2	307880	308617	internal.gene.body	ostta02g01247
2	319932	320461	intergenic	
2	336940	337257	intergenic	
2	351683	352173	internal.gene.body	ostta02g01560
2	355396	356772	intergenic	
2	360938	361271	intergenic	
2	361694	362574	intergenic	
2	369097	369816	intergenic	
2	373561	373961	TSS	ostta02g01720
2	387525	389528	intergenic	
2	393049	397784	TSS	ostta02g01860
2	400038	401182	gene.body	ostta02g01880
2	402714	403565	TES	ostta02g01910
2	443226	444110	internal.gene.body	ostta02g02130
2	500753	501168	intergenic	
2	515738	516151	intergenic	
2	520632	521994	intergenic	
2	532797	533461	internal.gene.body	ostta02g02580
2	534788	535082	intergenic	
2	536058	539654	gene.body	ostta02g02615
2	548084	548550	intergenic	
2	556153	556550	TSS	ostta02g02715
2	574249	575107	internal.gene.body	ostta02g02830
2	592067	593378	TES	ostta02g02970
2	601873	602426	internal.gene.body	ostta02g03000
2	605060	608208	gene.body	ostta02g03030,ostta02g03040
2	624761	627075	TES	ostta02g03180
2	635617	637483	internal.gene.body	ostta02g03250
2	656994	658312	internal.gene.body	ostta02g03370
2	658879	659084	TES	ostta02g03380
2	690122	691892	TES	ostta02g03520
2	702506	702708	internal.gene.body	ostta02g03600
2	703022	703253	internal.gene.body	ostta02g03600
2	708498	711326	internal.gene.body	ostta02g03610
2	714953	716235	TES	ostta02g03630
2	724278	724895	internal.gene.body	ostta02g03690
2	746293	746650	internal.gene.body	ostta02g03840
2	747175	747588	internal.gene.body	ostta02g03840
2	757139	757388	internal.gene.body	ostta02g03890
2	757748	758128	internal.gene.body	ostta02g03890
2	761106	766669	internal.gene.body	ostta02g03910
2	791363	792644	internal.gene.body	ostta02g04060
2	794280	795347	internal.gene.body	ostta02g04070
2	800244	802964	TES	ostta02g04090
2	803896	807583	gene.body	ostta02g04110
2	811079	843894	gene.body	ostta02g04160,ostta02g04170,ostta02g04180,ostta02g04190,ostta02g04200,ostta02g04210,ostta02g04220
2	845174	849116	internal.gene.body	ostta02g04230
2	850122	850396	internal.gene.body	ostta02g04230
2	871736	872033	internal.gene.body	ostta02g04390
2	872351	877051	gene.body	ostta02g04400,ostta02g04410,ostta02g04420
2	882774	884499	internal.gene.body	ostta02g04470
2	908873	909329	internal.gene.body	ostta02g04620,ostta02g04630
2	912462	930561	gene.body	ostta02g04650,ostta02g04660
2	935075	936229	internal.gene.body	ostta02g04710
2	939420	939897	internal.gene.body	ostta02g04740
2	944397	944608	internal.gene.body	ostta02g04790
2	947129	949143	TSS	ostta02g04810
2	978950	982070	gene.body	ostta02g05010
2	982655	986684	gene.body	ostta02g05020,ostta02g05030
2	993926	995444	TES	ostta02g05070
2	996721	998069	TES	ostta02g05090
2	998435	999236	TES	ostta02g05100
2	1005782	1006457	internal.gene.body	ostta02g05130
2	1032309	1034859	TES	ostta02g05310
2	1048018	1049248	TES	ostta02g05420
2	1051260	1054352	gene.body	ostta02g05440
2	1058195	1059511	TES	ostta02g05490
2	1064641	1065753	TES	ostta02g05510
2	1066400	1074072	gene.body	ostta02g05540,ostta02g05550
20	0	4212	gene.body	ostta20g00010,ostta20g00020
20	5002	5646	internal.gene.body	ostta20g00035
20	12423	17254	gene.body	ostta20g00090,ostta20g00100
20	27638	29306	TES	ostta20g00180
20	30484	33496	internal.gene.body	ostta20g00190
20	38490	41072	TES	ostta20g00230
20	65141	67226	gene.body	ostta20g00390
20	76558	83105	gene.body	ostta20g00450,ostta20g00460,ostta20g00470,ostta20g00480
20	85627	87124	TES	ostta20g00500
20	88989	89490	TSS	ostta20g00520
20	112581	113016	internal.gene.body	ostta20g00670
20	114433	114653	internal.gene.body	ostta20g00680
20	130695	133860	TES	ostta20g00750
20	147156	147949	TES	ostta20g00850
3	0	1071	TES	ostta03g00010
3	2634	5033	TES	ostta03g00020
3	51726	51741	internal.gene.body	ostta03g00240
3	63951	67118	internal.gene.body	ostta03g00320
3	71007	71234	internal.gene.body	ostta03g00350
3	104953	105784	TES	ostta03g00620
3	112197	115595	gene.body	ostta03g00670
3	117437	118050	TES	ostta03g00690
3	120895	125399	TES	ostta03g00710
3	137996	138205	internal.gene.body	ostta03g00780
