  228   32.7  0.0  0.0  10         101909  102012  (489484) + ltr-1_family-3    LTR/Copia            2017   2120 (1498)   766  
 1292   10.3  0.0  0.0  2          389169  389352  (684720) C ltr-1_family-1    LTR/Unknown           (0)    184      1  4612  
  493    9.9  0.0  0.0  2          427423  427493  (646579) C ltr-1_family-1    LTR/Unknown           (0)    184    114  4636  
  518   14.0  1.1  1.1  2          431377  431470  (642602) + ltr-1_family-1    LTR/Unknown            91    184    (0)  4641  
  647   34.1  0.0  0.0  2          449295  449546  (624526) + ltr-1_family-3    LTR/Copia            1165   1416 (2202)  4651  
  370   33.3  0.0  0.0  2          449572  449694  (624378) + ltr-1_family-3    LTR/Copia            1499   1621 (1997)  4651  
  386   34.1  1.7  0.6  2          449738  449911  (624161) + ltr-1_family-2    LTR/Copia             510    685 (1107)  4652  
  349    4.3  0.0  0.0  2          454251  454296  (619776) C ltr-1_family-1    LTR/Unknown           (2)    182    137  4662  
  471    0.0  0.0  0.0  2          454297  454349  (619723) C ltr-1_family-1    LTR/Unknown         (131)     53      1  4662  
 1061   11.7  0.6  1.7  2          522288  522461  (551611) C ltr-1_family-1    LTR/Unknown          (12)    172      1  4720 *
 1136    9.9  1.1  3.3  2          523961  524148  (549924) + ltr-1_family-1    LTR/Unknown             1    184    (0)  4722  
 1117   13.5  0.0  1.1  2          527535  527714  (546358) + ltr-1_family-1    LTR/Unknown             1    178    (6)  4724  
  651   13.9  0.0  2.0  2          527714  527816  (546256) C ltr-1_family-1    LTR/Unknown          (83)    101      1  4725 *
 1065   13.2  1.1  1.6  2          551805  551989  (522083) C ltr-1_family-1    LTR/Unknown           (0)    184      1  4745  
  410   19.8  0.0  8.8  2          554358  554468  (519604) C ltr-1_family-1    LTR/Unknown           (0)    184     83  4747  
  672   20.0  0.6  4.1  5           71759   71935  (763609) C ltr-1_family-1    LTR/Unknown           (1)    183     13  6696  
 1356    7.1  0.0  0.0  7          303058  303241  (467005) + ltr-1_family-1    LTR/Unknown             1    184    (0)  7881  
 2855    0.9  0.0  0.0  7          303242  303584  (466662) + ltr-1_family-2    LTR/Copia               1    343 (1449)  7882  
 1356    7.1  0.0  0.0  8           59684   59867  (657590) C ltr-1_family-1    LTR/Unknown           (0)    184      1  8260 *
12502    0.0  0.0  0.0  8           59853   61340  (656117) C ltr-1_family-3    LTR/Copia             (0)   3618   2131  8261  
 7897    6.3  0.0  0.0  8           61341   62403  (655054) C ltr-1_family-2    LTR/Copia           (197)   1595    533  8262  
 8963    0.4  0.0  0.0  8           62404   63475  (653982) C ltr-1_family-3    LTR/Copia          (1488)   2130   1059  8261  
  492    7.2  0.0  0.0  8           63467   63535  (653922) C ltr-1_family-2    LTR/Copia          (1267)    525    457  8263 *
 8980    0.2  0.3  0.0  8           63527   64601  (652856) C ltr-1_family-3    LTR/Copia          (2539)   1079      2  8261  
 3227    5.3  2.1  0.0  8           64602   65036  (652421) C ltr-1_family-2    LTR/Copia          (1348)    444      1  8264  
 1249    6.5  0.0  0.0  8           65037   65204  (652253) C ltr-1_family-1    LTR/Unknown           (0)    184     17  8265  
 1508    1.6  0.0  0.0  8          305535  305718  (411739) + ltr-1_family-1    LTR/Unknown             1    184    (0)  8438  
 8688    3.1  0.8  0.0  8          305719  306832  (410625) + ltr-1_family-2    LTR/Copia               1   1123  (669)  8439  
 2835    0.3  0.3  0.0  8          306824  307165  (410292) + ltr-1_family-2    LTR/Copia             528    870  (922)  8440 *
